"","Months","Total_death"
"44291","Oct","49"
"44292","Oct","47"
"44293","Oct","28"
"44294","Oct","14"
"44295","Oct","11"
"44296","Oct","20"
"44297","Oct","15"
"44298","Oct","20"
"44299","Oct","14"
"44300","Oct","10"
"44301","Nov","38"
"44302","Nov","14"
"44303","Nov","8"
"44304","Nov","6"
"44305","Nov","6"
"44306","Nov","26"
"44307","Nov","31"
"44308","Nov","54"
"44309","Nov","15"
"44310","Nov","9"
"44311","Nov","10"
"44312","Nov","71"
"44313","Nov","26"
"44314","Nov","31"
"44315","Nov","20"
"44316","Nov","11"
"44317","Nov","8"
"44318","Nov","9"
"44319","Nov","27"
"44320","Nov","21"
"44321","Nov","22"
"44322","Nov","44"
"44323","Nov","62"
"44324","Nov","24"
"44325","Nov","39"
"44326","Nov","24"
"44327","Nov","28"
"44328","Nov","42"
"44329","Nov","13"
"44330","Nov","52"
"44331","Dec","38"
"44332","Dec","40"
"44333","Dec","61"
"44334","Dec","50"
"44335","Dec","84"
"44336","Dec","60"
"44337","Dec","22"
"44338","Dec","2"
"44339","Dec","14"
"44340","Dec","20"
"44341","Dec","36"
"44342","Dec","8"
"44343","Dec","16"
"44344","Dec","1"
"44345","Dec","0"
"44346","Dec","21"
"44347","Dec","19"
"44348","Dec","17"
"44349","Dec","16"
"44350","Dec","0"
"44351","Dec","1"
"44352","Dec","0"
"44353","Dec","13"
"44354","Dec","15"
"44355","Dec","7"
"44356","Dec","6"
"44357","Dec","2"
"44358","Dec","2"
"44359","Dec","7"
"44360","Dec","22"
"44361","Jan","11"
"44362","Jan","17"
"44363","Jan","8"
"44364","Jan","0"
"44365","Jan","10"
"44366","Jan","34"
"44367","Jan","43"
"44368","Jan","12"
"44369","Jan","7"
"44370","Jan","12"
"44371","Jan","0"
"44372","Jan","7"
"44373","Jan","12"
"44374","Jan","33"
"44375","Jan","17"
"44376","Jan","27"
"44377","Jan","43"
"44378","Jan","3"
"44379","Jan","3"
"44380","Jan","60"
"44381","Jan","55"
"44382","Jan","89"
"44383","Jan","36"
"44384","Jan","34"
"44385","Jan","27"
"44386","Jan","16"
"44387","Jan","29"
"44388","Jan","36"
"44389","Jan","62"
"44390","Jan","36"
"44391","Jan","49"
"44392","Feb","8"
"44393","Feb","31"
"44394","Feb","25"
"44395","Feb","34"
"44396","Feb","19"
"44397","Feb","14"
"44398","Feb","22"
"44399","Feb","8"
"44400","Feb","1"
"44401","Feb","73"
"44402","Feb","30"
"44403","Feb","58"
"44404","Feb","46"
"44405","Feb","49"
"44406","Feb","52"
"44407","Feb","34"
"44408","Feb","37"
"44409","Feb","2"
"44410","Feb","50"
"44411","Feb","30"
"44412","Feb","39"
"44413","Feb","23"
"44414","Feb","11"
"44415","Feb","20"
"44416","Feb","67"
"44417","Feb","35"
"44418","Feb","44"
"44419","Mar","98"
"44420","Mar","21"
"44421","Mar","18"
"44422","Mar","71"
"44423","Mar","38"
"44424","Mar","38"
"44425","Mar","23"
"44426","Mar","19"
"44427","Mar","4"
"44428","Mar","26"
"44429","Mar","36"
"44430","Mar","23"
"44431","Mar","65"
"44432","Mar","22"
"44433","Mar","21"
"44434","Mar","4"
"44435","Mar","19"
"44436","Mar","41"
"44437","Mar","33"
"44438","Mar","79"
"44439","Mar","23"
"44440","Mar","16"
"44441","Mar","27"
"44442","Mar","26"
"44443","Mar","36"
"44444","Mar","42"
"44445","Mar","50"
"44446","Mar","47"
"44447","Mar","59"
"44448","Mar","8"
"44449","Mar","34"
"44450","Apr","67"
"44451","Apr","30"
"44452","Apr","33"
"44453","Apr","19"
"44454","Apr","27"
"44455","Apr","31"
"44456","Apr","17"
"44457","Apr","53"
"44458","Apr","58"
"44459","Apr","43"
"44460","Apr","117"
"44461","Apr","18"
"44462","Apr","5"
"44463","Apr","53"
"44464","Apr","49"
"44465","Apr","89"
"44466","Apr","39"
"44467","Apr","113"
"44468","Apr","62"
"44469","Apr","0"
"44470","Apr","41"
"44471","Apr","60"
"44472","Apr","161"
"44473","Apr","97"
"44474","Apr","96"
"44475","Apr","19"
"44476","Apr","123"
"44477","Apr","89"
"44478","Apr","81"
"44479","Apr","82"
"44480","May","79"
"44481","May","93"
"44482","May","16"
"44483","May","25"
"44484","May","98"
"44485","May","44"
"44486","May","111"
"44487","May","43"
"44488","May","76"
"44489","May","85"
"44490","May","20"
"44491","May","44"
"44492","May","63"
"44493","May","93"
"44494","May","72"
"44495","May","178"
"44496","May","7"
"44497","May","87"
"44498","May","91"
"44499","May","102"
"44500","May","43"
"44501","May","85"
"44502","May","73"
"44503","May","13"
"44504","May","17"
"44505","May","17"
"44506","May","85"
"44507","May","45"
"44508","May","51"
"44509","May","77"
"44510","May","60"
"44511","Jun","27"
"44512","Jun","48"
"44513","Jun","61"
"44514","Jun","25"
"44515","Jun","49"
"44516","Jun","18"
"44517","Jun","36"
"44518","Jun","5"
"44519","Jun","17"
"44520","Jun","72"
"44521","Jun","46"
"44522","Jun","48"
"44523","Jun","21"
"44524","Jun","30"
"44525","Jun","3"
"44526","Jun","10"
"44527","Jun","92"
"44528","Jun","22"
"44529","Jun","59"
"44530","Jun","50"
"44531","Jun","9"
"44532","Jun","11"
"44533","Jun","11"
"44534","Jun","52"
"44535","Jun","10"
"44536","Jun","56"
"44537","Jun","52"
"44538","Jun","38"
"44539","Jun","0"
"44540","Jun","22"
"44541","Jul","15"
"44542","Jul","45"
"44543","Jul","18"
"44544","Jul","37"
"44545","Jul","35"
"44546","Jul","13"
"44547","Jul","20"
"44548","Jul","40"
"44549","Jul","46"
"44550","Jul","16"
"44551","Jul","0"
"44552","Jul","2"
"44553","Jul","18"
"44554","Jul","22"
"44555","Jul","27"
"44556","Jul","34"
"44557","Jul","20"
"44558","Jul","5"
"44559","Jul","8786"
"44560","Jul","8"
"44561","Jul","25"
"44562","Jul","20"
"44563","Jul","629"
"44564","Jul","28"
"44565","Jul","95"
"44566","Jul","42"
"44567","Aug","40"
"44568","Aug","3"
"44569","Aug","10"
"44570","Aug","50"
"44571","Aug","27"
"44572","Aug","33"
"44573","Aug","20"
"44574","Aug","14"
"44575","Aug","7"
"44576","Aug","21"
"44577","Aug","3"
"44578","Aug","18"
"44579","Aug","33"
"44580","Aug","55"
"44581","Aug","29"
"44582","Aug","19"
"44583","Aug","12"
"44584","Aug","22"
"44585","Aug","29"
"44586","Aug","12"
"44587","Aug","19"
"44588","Aug","18"
"44589","Aug","2"
"44590","Aug","5"
"44591","Aug","12"
"44592","Aug","30"
"44593","Aug","32"
"44594","Aug","41"
"44595","Aug","16"
"44596","Aug","9"
"44597","Aug","12"
"44598","Sep","15"
"44599","Sep","37"
"44600","Sep","9"
"44601","Sep","29"
"44602","Sep","17"
"44603","Sep","2"
"44604","Sep","0"
"44605","Sep","12"
"44606","Sep","0"
"44607","Sep","79"
"44608","Sep","4"
"44609","Sep","1"
"44610","Sep","42"
"44611","Sep","68"
"44612","Sep","33"
"44613","Sep","42"
"44614","Sep","21"
"44615","Sep","6"
"44616","Sep","0"
"44617","Sep","29"
"44618","Sep","15"
"44619","Sep","15"
"44620","Sep","12"
"44621","Sep","12"
"44622","Sep","3"
"44623","Sep","0"
"44624","Sep","15"
"44625","Oct","5"
"44626","Oct","17"
"44627","Oct","7"
"44628","Oct","10"
"44629","Oct","4"
"44630","Oct","14"
"44631","Oct","8"
"44632","Oct","9"
"44633","Oct","11"
"44634","Oct","0"
"44635","Oct","1"
"44636","Oct","0"
"44637","Oct","19"
"44638","Oct","32"
"44639","Oct","9"
"44640","Oct","18"
"44641","Oct","2"
"44642","Oct","0"
"44643","Oct","1"
"44644","Oct","8"
"44645","Oct","5"
"44646","Oct","3"
"44647","Oct","3"
"44648","Oct","4"
"44649","Oct","0"
"44650","Oct","1"
"44651","Oct","5"
"44652","Oct","4"
"44653","Oct","4"
"44654","Oct","12"
"44655","Nov","2"
"44656","Nov","0"
"44657","Nov","0"
"44658","Nov","0"
"44659","Nov","3"
"44660","Nov","1"
"44661","Nov","4"
"44662","Nov","1"
"44663","Nov","0"
"44664","Nov","0"
"44665","Nov","81"
"44666","Nov","17"
"44667","Nov","1"
"44668","Nov","10"
"44669","Nov","8"
"44670","Nov","6"
"44671","Nov","9"
"44672","Nov","4"
"44673","Nov","0"
"44674","Nov","3"
"44675","Nov","3"
"44676","Nov","13"
"44677","Nov","23"
"44678","Nov","18"
"44679","Nov","34"
"44680","Nov","15"
"44681","Dec","16"
"44682","Dec","46"
"44683","Dec","19"
"44684","Dec","50"
"44685","Dec","82"
"44686","Dec","37"
"44687","Dec","0"
"44688","Dec","4"
"44689","Dec","0"
"44690","Dec","19"
"44691","Dec","41"
"44692","Dec","10"
"44693","Dec","3"
"44694","Dec","1"
"44695","Dec","8"
"44696","Dec","11"
"44697","Dec","5"
"44698","Dec","7"
"44699","Dec","4"
"44700","Dec","0"
"44701","Dec","17"
"44702","Dec","10"
"44703","Dec","10"
"44704","Dec","7"
"44705","Dec","6"
"44706","Dec","1"
"44707","Dec","1"
"44708","Dec","1"
"44709","Dec","6"
"44710","Dec","13"
"44711","Jan","3"
"44712","Jan","9"
"44713","Jan","1"
"44714","Jan","1"
"44715","Jan","3"
"44716","Jan","4"
"44717","Jan","9"
"44718","Jan","0"
"44719","Jan","3"
"44720","Jan","4"
"44721","Jan","3"
"44722","Jan","4"
"44723","Jan","409"
"44724","Jan","40"
"44725","Jan","27"
"44726","Jan","17"
"44727","Jan","13"
"44728","Jan","8"
"44729","Jan","5"
"44730","Jan","5"
"44731","Jan","10"
"44732","Jan","32"
"44733","Jan","8"
"44734","Jan","28"
"44735","Jan","14"
"44736","Jan","9"
"44737","Jan","24"
"44738","Jan","58"
"44739","Jan","22"
"44740","Jan","47"
"44741","Jan","24"
"44742","Feb","1"
"44743","Feb","19"
"44744","Feb","39"
"44745","Feb","67"
"44746","Feb","37"
"44747","Feb","40"
"44748","Feb","14"
"44749","Feb","9"
"44750","Feb","1"
"44751","Feb","64"
"44752","Feb","50"
"44753","Feb","51"
"44754","Feb","101"
"44755","Feb","29"
"44756","Feb","1"
"44757","Feb","2"
"44758","Feb","29"
"44759","Feb","38"
"44760","Feb","17"
"44761","Feb","21"
"44762","Feb","11"
"44763","Feb","6"
"44764","Feb","12"
"44765","Feb","20"
"44766","Feb","17"
"44767","Feb","14"
"44768","Feb","13"
"44769","Feb","8"
"44770","Mar","0"
"44771","Mar","0"
"44772","Mar","5"
"44773","Mar","1"
"44774","Mar","14"
"44775","Mar","44"
"44776","Mar","0"
"44777","Mar","1"
"44778","Mar","0"
"44779","Mar","7"
"44780","Mar","10"
"44781","Mar","4"
"44782","Mar","10"
"44783","Mar","7"
"44784","Mar","0"
"44785","Mar","1"
"44786","Mar","6"
"44787","Mar","7"
"44788","Mar","13"
"44789","Mar","19"
"44790","Mar","17"
"44791","Mar","0"
"44792","Mar","0"
"44793","Mar","1"
"44794","Mar","2"
"44795","Mar","3"
"44796","Mar","2"
"44797","Mar","1"
"44798","Mar","2"
"44799","Mar","0"
"44800","Mar","0"
"44801","Apr","2"
"44802","Apr","11"
"44803","Apr","10"
"44804","Apr","5"
"44805","Apr","0"
"44806","Apr","0"
"44807","Apr","0"
"44808","Apr","12"
"44809","Apr","4"
"44810","Apr","2"
"44811","Apr","41"
"44812","Apr","0"
"44813","Apr","1"
"44814","Apr","4"
"44815","Apr","8"
"44816","Apr","3"
"44817","Apr","3"
"44818","Apr","0"
"44819","Apr","1"
"44820","Apr","0"
"44821","Apr","15"
"44822","Apr","18"
"44823","Apr","15"
"44824","Apr","5"
"44825","Apr","0"
"44826","Apr","0"
"44827","Apr","0"
"44828","Apr","0"
"44829","Apr","3"
"44830","Apr","4"
"44831","May","6"
"44832","May","4"
"44833","May","0"
"44834","May","0"
"44835","May","0"
"44836","May","0"
"44837","May","1"
"44838","May","2"
"44839","May","1"
"44840","May","0"
"44841","May","2"
"44842","May","1"
"44843","May","1"
"44844","May","1"
"44845","May","2"
"44846","May","1"
"44847","May","0"
"44848","May","0"
"44849","May","1"
"44850","May","2"
"44851","May","3"
"44852","May","1"
"44853","May","0"
"44854","May","0"
"44855","May","0"
"44856","May","0"
"44857","May","5"
"44858","May","2"
"44859","May","8"
"44860","Jun","5"
"44861","Jun","1"
"44862","Jun","7"
"44863","Jun","4"
"44864","Jun","0"
"44865","Jun","0"
"44866","Jun","0"
"44867","Jun","0"
"44868","Jun","0"
"44869","Jun","0"
"44870","Jun","3"
"44871","Jun","4"
"44872","Jun","0"
"44873","Jun","2"
"44874","Jun","1"
"44875","Jun","3"
"44876","Jun","21"
"44877","Jun","1"
"44878","Jun","9"
"44879","Jun","2"
"44880","Jun","0"
"44881","Jun","0"
"44882","Jun","3"
"44883","Jun","7"
"44884","Jun","5"
"44885","Jun","3"
"44886","Jun","4"
"44887","Jun","3"
"44888","Jun","0"
"44889","Jul","1"
"44890","Jul","4"
"44891","Jul","16"
"44892","Jul","4"
"44893","Jul","0"
"44894","Jul","0"
"44895","Jul","0"
"44896","Jul","2"
"44897","Jul","1"
"44898","Jul","1"
"44899","Jul","3"
"44900","Jul","2"
"44901","Jul","1"
"44902","Jul","0"
"44903","Jul","8"
"44904","Jul","6"
"44905","Jul","0"
"44906","Jul","3"
"44907","Jul","2"
"44908","Jul","0"
"44909","Jul","0"
"44910","Jul","7"
"44911","Jul","1"
"44912","Jul","4"
"44913","Jul","4"
"44914","Jul","2"
"44915","Jul","1"
"44916","Jul","0"
"44917","Jul","4"
"44918","Jul","4"
"44919","Jul","0"
"44920","Aug","6"
"44921","Aug","3"
"44922","Aug","0"
"44923","Aug","0"
"44924","Aug","1"
"44925","Aug","0"
"44926","Aug","0"
"44927","Aug","0"
"44928","Aug","0"
"44929","Aug","0"
"44930","Aug","0"
"44931","Aug","0"
"44932","Aug","0"
"44933","Aug","0"
"44934","Aug","0"
"44935","Aug","0"
"44936","Aug","0"
"44937","Aug","0"
"44938","Aug","0"
"44939","Aug","0"
"44940","Aug","1"
"44941","Aug","0"
"44942","Aug","3"
"44943","Aug","0"
"44944","Aug","0"
"44945","Aug","3"
"44946","Aug","6"
"44947","Aug","6"
"44948","Aug","1"
"44949","Aug","1"
"44950","Sep","11"
"44951","Sep","15"
"44952","Sep","2"
"44953","Sep","1"
"44954","Sep","1"
"44955","Sep","0"
"44956","Sep","0"
"44957","Sep","11"
"44958","Sep","3"
"44959","Sep","2"
"44960","Sep","5"
"44961","Sep","1"
"44962","Sep","0"
"44963","Sep","1"
"44964","Sep","0"
"44965","Sep","0"
"44966","Sep","1"
"44967","Sep","1"
"44968","Sep","0"
"44969","Sep","2"
"44970","Sep","0"
"44971","Sep","1"
"44972","Sep","0"
"44973","Sep","1"
"44974","Sep","0"
"44975","Sep","0"
"44976","Sep","0"
"44977","Sep","0"
"44978","Oct","0"
"44979","Oct","0"
"44980","Oct","1"
"44981","Oct","0"
"44982","Oct","0"
"44983","Oct","0"
"44984","Oct","0"
"44985","Oct","0"
"44986","Oct","0"
"44987","Oct","2"
"44988","Oct","0"
"44989","Oct","0"
"44990","Oct","0"
"44991","Oct","0"
"44992","Oct","0"
"44993","Oct","0"
"44994","Oct","3"
"44995","Oct","0"
"44996","Oct","0"
"44997","Oct","0"
"44998","Oct","0"
"44999","Oct","0"
"45000","Oct","0"
"45001","Oct","1"
"45002","Oct","0"
"45003","Oct","0"
"45004","Oct","0"
"45005","Oct","0"
"45006","Oct","0"
"45007","Oct","0"
"45008","Nov","0"
"45009","Nov","0"
"45010","Nov","1"
"45011","Nov","0"
"45012","Nov","0"
"45013","Nov","0"
"45014","Nov","0"
"45015","Nov","0"
"45016","Nov","0"
"45017","Nov","3"
"45018","Nov","1"
"45019","Nov","2"
"45020","Dec","3"
"45021","Dec","9"
"45022","Dec","10"
"45023","Dec","5"
"45024","Dec","14"
"45025","Jan","22"
"45026","Jan","21"
"45027","Jan","7"
"45028","Jan","7"
"45029","Feb","1"
"45030","Feb","4"
"45031","Feb","3"
"45032","Feb","1"
"45033","Mar","1"
"45034","Mar","1"
"45035","Mar","1"
"45036","Mar","0"
"45037","Apr","0"
"45038","Apr","1"
"45039","Apr","1"
"45040","Apr","0"
"45041","May","0"
"45042","May","3"
"45043","May","0"
"45044","Jun","4"
"45045","Jun","5"
"45046","Jun","2"
"45047","Jun","2"
"45048","Jul","2"
"45049","Jul","2"
"45050","Jul","1"
"45051","Jul","1"
"45052","Jul","1"
"45053","Aug","0"
"45054","Aug","0"
"45055","Aug","0"
"45056","Aug","0"
"45057","Sep","1"
"45058","Sep","0"
"45059","Sep","0"
"45060","Sep","0"
"45061","Feb","0"
"45062","Mar","0"
"45063","Mar","0"
"45064","Mar","0"
"45065","Mar","0"
"45066","Mar","0"
"45067","Mar","1"
"45068","Mar","0"
"45069","Mar","0"
"45070","Mar","1"
"45071","Mar","0"
"45072","Mar","0"
"45073","Mar","0"
"45074","Mar","2"
"45075","Mar","2"
"45076","Mar","0"
"45077","Mar","1"
"45078","Mar","1"
"45079","Mar","2"
"45080","Mar","4"
"45081","Mar","5"
"45082","Mar","1"
"45083","Mar","1"
"45084","Mar","3"
"45085","Mar","6"
"45086","Mar","6"
"45087","Mar","4"
"45088","Mar","1"
"45089","Apr","5"
"45090","Apr","6"
"45091","Apr","6"
"45092","Apr","8"
"45093","Apr","5"
"45094","Apr","7"
"45095","Apr","7"
"45096","Apr","9"
"45097","Apr","9"
"45098","Apr","15"
"45099","Apr","17"
"45100","Apr","11"
"45101","Apr","13"
"45102","Apr","5"
"45103","Apr","14"
"45104","Apr","5"
"45105","Apr","13"
"45106","Apr","9"
"45107","Apr","19"
"45108","Apr","15"
"45109","Apr","11"
"45110","Apr","14"
"45111","Apr","12"
"45112","Apr","11"
"45113","Apr","7"
"45114","Apr","13"
"45115","Apr","10"
"45116","Apr","20"
"45117","Apr","22"
"45118","Apr","21"
"45119","May","12"
"45120","May","14"
"45121","May","9"
"45122","May","14"
"45123","May","7"
"45124","May","16"
"45125","May","17"
"45126","May","13"
"45127","May","21"
"45128","May","11"
"45129","May","11"
"45130","May","8"
"45131","May","11"
"45132","May","12"
"45133","May","15"
"45134","May","21"
"45135","May","20"
"45136","May","18"
"45137","May","15"
"45138","May","14"
"45139","May","21"
"45140","May","16"
"45141","May","11"
"45142","May","28"
"45143","May","29"
"45144","May","19"
"45145","May","14"
"45146","May","19"
"45147","May","29"
"45148","May","34"
"45149","May","34"
"45150","Jun","46"
"45151","Jun","46"
"45152","Jun","47"
"45153","Jun","36"
"45154","Jun","38"
"45155","Jun","40"
"45156","Jun","32"
"45157","Jun","39"
"45158","Jun","34"
"45159","Jun","35"
"45160","Jun","36"
"45161","Jun","35"
"45162","Jun","45"
"45163","Jun","62"
"45164","Jun","91"
"45165","Jun","97"
"45166","Jun","94"
"45167","Jun","84"
"45168","Jun","88"
"45169","Jun","79"
"45170","Jun","89"
"45171","Jun","87"
"45172","Jun","85"
"45173","Jun","87"
"45174","Jun","85"
"45175","Jun","83"
"45176","Jun","87"
"45177","Jun","88"
"45178","Jun","81"
"45179","Jun","83"
"45180","Jul","81"
"45181","Jul","81"
"45182","Jul","86"
"45183","Jul","81"
"45184","Jul","79"
"45185","Jul","63"
"45186","Jul","79"
"45187","Jul","67"
"45188","Jul","75"
"45189","Jul","53"
"45190","Jul","85"
"45191","Jul","67"
"45192","Jul","89"
"45193","Jul","77"
"45194","Jul","73"
"45195","Jul","59"
"45196","Jul","53"
"45197","Jul","68"
"45198","Jul","63"
"45199","Jul","51"
"45200","Jul","50"
"45201","Jul","47"
"45202","Jul","41"
"45203","Jul","40"
"45204","Jul","38"
"45205","Jul","40"
"45206","Jul","48"
"45207","Jul","46"
"45208","Jul","39"
"45209","Jul","37"
"45210","Jul","46"
"45211","Aug","31"
"45212","Aug","29"
"45213","Aug","31"
"45214","Aug","23"
"45215","Aug","24"
"45216","Aug","18"
"45217","Aug","21"
"45218","Aug","20"
"45219","Aug","21"
"45220","Aug","17"
"45221","Aug","26"
"45222","Aug","24"
"45223","Aug","26"
"45224","Aug","22"
"45225","Aug","17"
"45226","Aug","17"
"45227","Aug","19"
"45228","Aug","13"
"45229","Aug","11"
"45230","Aug","13"
"45231","Aug","15"
"45232","Aug","19"
"45233","Aug","12"
"45234","Aug","19"
"45235","Aug","18"
"45236","Aug","18"
"45237","Aug","19"
"45238","Aug","25"
"45239","Aug","20"
"45240","Aug","14"
"45241","Aug","23"
"45242","Sep","22"
"45243","Sep","19"
"45244","Sep","21"
"45245","Sep","18"
"45246","Sep","16"
"45247","Sep","16"
"45248","Sep","19"
"45249","Sep","11"
"45250","Sep","19"
"45251","Sep","17"
"45252","Sep","13"
"45253","Sep","17"
"45254","Sep","20"
"45255","Sep","21"
"45256","Sep","13"
"45257","Sep","18"
"45258","Sep","17"
"45259","Sep","19"
"45260","Sep","18"
"45261","Sep","17"
"45262","Sep","20"
"45263","Sep","17"
"45264","Sep","19"
"45265","Sep","16"
"45266","Sep","13"
"45267","Sep","18"
"45268","Sep","16"
"45269","Sep","14"
"45270","Sep","18"
"45271","Sep","13"
"45272","Oct","16"
"45273","Oct","16"
"45274","Oct","10"
"45275","Oct","14"
"45276","Oct","11"
"45277","Oct","9"
"45278","Oct","11"
"45279","Oct","9"
"45280","Oct","7"
"45281","Oct","12"
"45282","Oct","11"
"45283","Oct","12"
"45284","Oct","10"
"45285","Oct","9"
"45286","Oct","6"
"45287","Oct","11"
"45288","Oct","11"
"45289","Oct","10"
"45290","Oct","11"
"45291","Oct","10"
"45292","Oct","12"
"45293","Oct","13"
"45294","Oct","11"
"45295","Oct","10"
"45296","Oct","11"
"45297","Oct","12"
"45298","Oct","12"
"45299","Oct","11"
"45300","Oct","12"
"45301","Oct","13"
"45302","Oct","11"
"45303","Nov","8"
"45304","Nov","12"
"45305","Nov","13"
"45306","Nov","14"
"45307","Nov","13"
"45308","Nov","11"
"45309","Nov","14"
"45310","Nov","12"
"45311","Nov","13"
"45312","Nov","12"
"45313","Nov","14"
"45314","Nov","11"
"45315","Nov","12"
"45316","Nov","12"
"45317","Nov","13"
"45318","Nov","11"
"45319","Nov","12"
"45320","Nov","16"
"45321","Nov","14"
"45322","Nov","13"
"45323","Nov","13"
"45324","Nov","14"
"45325","Nov","13"
"45326","Nov","12"
"45327","Nov","13"
"45328","Nov","12"
"45329","Nov","11"
"45330","Nov","12"
"45331","Nov","13"
"45332","Nov","15"
"45333","Dec","14"
"45334","Dec","16"
"45335","Dec","28"
"45336","Dec","19"
"45337","Dec","19"
"45338","Dec","18"
"45339","Dec","21"
"45340","Dec","19"
"45341","Dec","23"
"45342","Dec","19"
"45343","Dec","22"
"45344","Dec","23"
"45345","Dec","21"
"45346","Dec","22"
"45347","Dec","23"
"45348","Dec","23"
"45349","Dec","24"
"45350","Dec","25"
"45351","Dec","26"
"45352","Dec","28"
"45353","Dec","29"
"45354","Dec","32"
"45355","Dec","37"
"45356","Dec","42"
"45357","Dec","51"
"45358","Dec","49"
"45359","Dec","43"
"45360","Dec","53"
"45361","Dec","61"
"45362","Dec","54"
"45363","Dec","56"
"45364","Jan","55"
"45365","Jan","56"
"45366","Jan","54"
"45367","Jan","64"
"45368","Jan","58"
"45369","Jan","55"
"45370","Jan","57"
"45371","Jan","54"
"45372","Jan","56"
"45373","Jan","57"
"45374","Jan","55"
"45375","Jan","52"
"45376","Jan","55"
"45377","Jan","58"
"45378","Jan","59"
"45379","Jan","52"
"45380","Jan","54"
"45381","Jan","56"
"45382","Jan","55"
"45383","Jan","58"
"45384","Jan","51"
"45385","Jan","54"
"45386","Jan","52"
"45387","Jan","49"
"45388","Jan","57"
"45389","Jan","53"
"45390","Jan","55"
"45391","Jan","48"
"45392","Jan","54"
"45393","Jan","48"
"45394","Jan","46"
"45395","Feb","53"
"45396","Feb","44"
"45397","Feb","47"
"45398","Feb","53"
"45399","Feb","52"
"45400","Feb","48"
"45401","Feb","44"
"45402","Feb","47"
"45403","Feb","48"
"45404","Feb","52"
"45405","Feb","53"
"45406","Feb","53"
"45407","Feb","42"
"45408","Feb","36"
"45409","Feb","59"
"45410","Feb","56"
"45411","Feb","51"
"45412","Feb","49"
"45413","Feb","51"
"45414","Feb","49"
"45415","Feb","48"
"45416","Feb","55"
"45417","Feb","51"
"45418","Feb","39"
"45419","Feb","52"
"45420","Feb","46"
"45421","Feb","49"
"45422","Feb","49"
"45423","Mar","49"
"45424","Mar","48"
"45425","Mar","42"
"45426","Mar","44"
"45427","Mar","49"
"45428","Mar","45"
"45429","Mar","38"
"45430","Mar","41"
"45431","Mar","43"
"45432","Mar","44"
"45433","Mar","46"
"45434","Mar","41"
"45435","Mar","45"
"45436","Mar","42"
"45437","Mar","44"
"45438","Mar","40"
"45439","Mar","44"
"45440","Mar","47"
"45441","Mar","41"
"45442","Mar","40"
"45443","Mar","45"
"45444","Mar","41"
"45445","Mar","39"
"45446","Mar","43"
"45447","Mar","40"
"45448","Mar","48"
"45449","Mar","36"
"45450","Mar","41"
"45451","Mar","37"
"45452","Mar","32"
"45453","Mar","42"
"45454","Apr","39"
"45455","Apr","46"
"45456","Apr","43"
"45457","Apr","39"
"45458","Apr","40"
"45459","Apr","47"
"45460","Apr","43"
"45461","Apr","37"
"45462","Apr","33"
"45463","Apr","39"
"45464","Apr","43"
"45465","Apr","40"
"45466","Apr","42"
"45467","Apr","39"
"45468","Apr","44"
"45469","Apr","41"
"45470","Apr","42"
"45471","Apr","41"
"45472","Apr","44"
"45473","Apr","40"
"45474","Apr","42"
"45475","Apr","46"
"45476","Apr","48"
"45477","Apr","45"
"45478","Apr","39"
"45479","Apr","51"
"45480","Apr","58"
"45481","Apr","61"
"45482","Apr","51"
"45483","Apr","59"
"45484","May","61"
"45485","May","63"
"45486","May","67"
"45487","May","62"
"45488","May","60"
"45489","May","64"
"45490","May","59"
"45491","May","65"
"45492","May","66"
"45493","May","59"
"45494","May","68"
"45495","May","61"
"45496","May","58"
"45497","May","59"
"45498","May","56"
"45499","May","63"
"45500","May","58"
"45501","May","61"
"45502","May","53"
"45503","May","57"
"45504","May","61"
"45505","May","52"
"45506","May","59"
"45507","May","51"
"45508","May","45"
"45509","May","41"
"45510","May","43"
"45511","May","54"
"45512","May","46"
"45513","May","51"
"45514","May","46"
"45515","Jun","49"
"45516","Jun","40"
"45517","Jun","42"
"45518","Jun","44"
"45519","Jun","46"
"45520","Jun","41"
"45521","Jun","43"
"45522","Jun","47"
"45523","Jun","38"
"45524","Jun","34"
"45525","Jun","39"
"45526","Jun","37"
"45527","Jun","35"
"45528","Jun","41"
"45529","Jun","31"
"45530","Jun","37"
"45531","Jun","32"
"45532","Jun","37"
"45533","Jun","31"
"45534","Jun","38"
"45535","Jun","30"
"45536","Jun","39"
"45537","Jun","37"
"45538","Jun","32"
"45539","Jun","35"
"45540","Jun","29"
"45541","Jun","31"
"45542","Jun","30"
"45543","Jun","33"
"45544","Jun","23"
"45545","Jul","21"
"45546","Jul","25"
"45547","Jul","21"
"45548","Jul","27"
"45549","Jul","22"
"45550","Jul","20"
"45551","Jul","22"
"45552","Jul","26"
"45553","Jul","19"
"45554","Jul","17"
"45555","Jul","15"
"45556","Jul","13"
"45557","Jul","7"
"45558","Jul","9"
"45559","Jul","6"
"45560","Jul","7"
"45561","Jul","6"
"45562","Jul","8"
"45563","Jul","7"
"45564","Jul","6"
"45565","Jul","5"
"45566","Jul","8"
"45567","Jul","5"
"45568","Jul","7"
"45569","Jul","4"
"45570","Jul","6"
"45571","Jul","7"
"45572","Jul","4"
"45573","Jul","9"
"45574","Jul","7"
"45575","Jul","4"
"45576","Aug","6"
"45577","Aug","4"
"45578","Aug","7"
"45579","Aug","5"
"45580","Aug","10"
"45581","Aug","7"
"45582","Aug","5"
"45583","Aug","4"
"45584","Aug","9"
