"","Months","Total_death"
"93909","Jan","0"
"93910","Jan","0"
"93911","Jan","0"
"93912","Jan","0"
"93913","Jan","0"
"93914","Jan","0"
"93915","Jan","0"
"93916","Feb","0"
"93917","Feb","0"
"93918","Feb","0"
"93919","Feb","0"
"93920","Feb","0"
"93921","Feb","0"
"93922","Feb","19"
"93923","Feb","0"
"93924","Feb","0"
"93925","Feb","0"
"93926","Feb","0"
"93927","Feb","0"
"93928","Feb","0"
"93929","Feb","0"
"93930","Feb","0"
"93931","Feb","37"
"93932","Feb","0"
"93933","Feb","0"
"93934","Feb","0"
"93935","Feb","0"
"93936","Feb","0"
"93937","Feb","17"
"93938","Feb","0"
"93939","Feb","0"
"93940","Feb","0"
"93941","Feb","0"
"93942","Feb","0"
"93943","Feb","9"
"93944","Mar","0"
"93945","Mar","0"
"93946","Mar","0"
"93947","Mar","0"
"93948","Mar","0"
"93949","Mar","0"
"93950","Mar","30"
"93951","Mar","0"
"93952","Mar","0"
"93953","Mar","0"
"93954","Mar","0"
"93955","Mar","0"
"93956","Mar","0"
"93957","Mar","0"
"93958","Mar","0"
"93959","Mar","0"
"93960","Mar","0"
"93961","Mar","0"
"93962","Mar","0"
"93963","Mar","0"
"93964","Mar","34"
"93965","Mar","0"
"93966","Mar","0"
"93967","Mar","0"
"93968","Mar","0"
"93969","Mar","0"
"93970","Mar","0"
"93971","Mar","0"
"93972","Mar","0"
"93973","Mar","0"
"93974","Mar","0"
"93975","Apr","0"
"93976","Apr","0"
"93977","Apr","0"
"93978","Apr","17"
"93979","Apr","0"
"93980","Apr","0"
"93981","Apr","0"
"93982","Apr","0"
"93983","Apr","0"
"93984","Apr","0"
"93985","Apr","5"
"93986","Apr","0"
"93987","Apr","0"
"93988","Apr","0"
"93989","Apr","0"
"93990","Apr","0"
"93991","Apr","0"
"93992","Apr","0"
"93993","Apr","0"
"93994","Apr","0"
"93995","Apr","0"
"93996","Apr","0"
"93997","Apr","0"
"93998","Apr","0"
"93999","Apr","2"
"94000","Apr","3"
"94001","Apr","0"
"94002","Apr","0"
"94003","Apr","0"
"94004","May","1"
"94005","May","0"
"94006","May","0"
"94007","May","0"
"94008","May","0"
"94009","May","0"
"94010","May","0"
"94011","May","0"
"94012","May","0"
"94013","May","0"
"94014","May","0"
"94015","May","0"
"94016","May","0"
"94017","May","0"
"94018","May","0"
"94019","May","0"
"94020","May","0"
"94021","May","0"
"94022","May","0"
"94023","May","0"
"94024","May","0"
"94025","May","0"
"94026","May","0"
"94027","May","0"
"94028","May","0"
"94029","May","0"
"94030","May","0"
"94031","May","0"
"94032","May","0"
"94033","May","2"
"94034","Jun","0"
"94035","Jun","0"
"94036","Jun","0"
"94037","Jun","0"
"94038","Jun","0"
"94039","Jun","2"
"94040","Jun","0"
"94041","Jun","0"
"94042","Jun","0"
"94043","Jun","0"
"94044","Jun","0"
"94045","Jun","0"
"94046","Jun","1"
"94047","Jun","0"
"94048","Jun","0"
"94049","Jun","0"
"94050","Jun","0"
"94051","Jun","0"
"94052","Jun","0"
"94053","Jun","1"
"94054","Jun","0"
"94055","Jun","0"
"94056","Jun","0"
"94057","Jun","0"
"94058","Jun","0"
"94059","Jun","0"
"94060","Jun","1"
"94061","Jun","0"
"94062","Jun","0"
"94063","Jun","0"
"94064","Jul","1"
"94065","Jul","1"
"94066","Jul","1"
"94067","Jul","0"
"94068","Jul","0"
"94069","Jul","0"
"94070","Jul","0"
"94071","Jul","0"
"94072","Jul","0"
"94073","Jul","0"
"94074","Jul","1"
"94075","Jul","0"
"94076","Jul","0"
"94077","Jul","0"
"94078","Jul","0"
"94079","Jul","0"
"94080","Jul","0"
"94081","Jul","0"
"94082","Jul","0"
"94083","Jul","0"
"94084","Jul","0"
"94085","Jul","0"
"94086","Jul","0"
"94087","Jul","3"
"94088","Jul","1"
"94089","Jul","1"
"94090","Jul","0"
"94091","Jul","0"
"94092","Jul","1"
"94093","Jul","0"
"94094","Aug","0"
"94095","Aug","0"
"94096","Aug","1"
"94097","Aug","0"
"94098","Aug","1"
"94099","Aug","0"
"94100","Aug","0"
"94101","Aug","2"
"94102","Aug","0"
"94103","Aug","0"
"94104","Aug","0"
"94105","Aug","2"
"94106","Aug","0"
"94107","Aug","0"
"94108","Aug","0"
"94109","Aug","0"
"94110","Aug","0"
"94111","Aug","0"
"94112","Aug","0"
"94113","Aug","0"
"94114","Aug","0"
"94115","Aug","3"
"94116","Aug","0"
"94117","Aug","0"
"94118","Aug","0"
"94119","Aug","0"
"94120","Aug","0"
"94121","Aug","0"
"94122","Aug","0"
"94123","Aug","0"
"94124","Aug","0"
"94125","Sep","0"
"94126","Sep","0"
"94127","Sep","0"
"94128","Sep","0"
"94129","Sep","1"
"94130","Sep","0"
"94131","Sep","0"
"94132","Sep","0"
"94133","Sep","0"
"94134","Sep","0"
"94135","Sep","0"
"94136","Sep","0"
"94137","Sep","0"
"94138","Sep","0"
"94139","Sep","0"
"94140","Sep","0"
"94141","Sep","0"
"94142","Sep","1"
"94143","Sep","1"
"94144","Sep","0"
"94145","Sep","0"
"94146","Sep","0"
"94147","Sep","0"
"94148","Sep","0"
"94149","Sep","0"
"94150","Sep","0"
"94151","Sep","0"
"94152","Sep","0"
"94153","Sep","0"
"94154","Sep","0"
"94155","Oct","1"
"94156","Oct","0"
"94157","Oct","1"
"94158","Oct","0"
"94159","Oct","0"
"94160","Oct","1"
"94161","Oct","1"
"94162","Oct","0"
"94163","Oct","1"
"94164","Oct","1"
"94165","Oct","0"
"94166","Oct","0"
"94167","Oct","0"
"94168","Oct","0"
"94169","Oct","0"
"94170","Oct","0"
"94171","Oct","0"
"94172","Oct","0"
"94173","Oct","0"
"94174","Oct","0"
"94175","Oct","0"
"94176","Oct","0"
"94177","Oct","0"
"94178","Oct","0"
"94179","Oct","0"
"94180","Oct","0"
"94181","Oct","0"
"94182","Oct","0"
"94183","Oct","0"
"94184","Oct","0"
"94185","Oct","1"
"94186","Nov","0"
"94187","Nov","0"
"94188","Nov","0"
"94189","Nov","0"
"94190","Nov","0"
"94191","Nov","0"
"94192","Nov","0"
"94193","Nov","0"
"94194","Nov","0"
"94195","Nov","0"
"94196","Nov","0"
"94197","Nov","0"
"94198","Nov","1"
"94199","Nov","0"
"94200","Nov","0"
"94201","Nov","0"
"94202","Nov","0"
"94203","Nov","0"
"94204","Nov","0"
"94205","Nov","0"
"94206","Nov","0"
"94207","Nov","0"
"94208","Nov","0"
"94209","Nov","0"
"94210","Nov","0"
"94211","Nov","1"
"94212","Nov","1"
"94213","Nov","0"
"94214","Nov","0"
"94215","Dec","0"
"94216","Dec","0"
"94217","Dec","1"
"94218","Dec","1"
"94219","Dec","0"
"94220","Dec","0"
"94221","Dec","0"
"94222","Dec","0"
"94223","Dec","0"
"94224","Dec","0"
"94225","Dec","0"
"94226","Dec","0"
"94227","Dec","0"
"94228","Dec","0"
"94229","Dec","0"
"94230","Dec","0"
"94231","Dec","0"
"94232","Dec","1"
"94233","Dec","0"
"94234","Dec","0"
"94235","Dec","0"
"94236","Dec","0"
"94237","Dec","0"
"94238","Dec","0"
"94239","Dec","1"
"94240","Dec","0"
"94241","Dec","0"
"94242","Dec","0"
"94243","Dec","0"
"94244","Dec","0"
"94245","Jan","1"
"94246","Jan","1"
"94247","Jan","0"
"94248","Jan","0"
"94249","Jan","0"
"94250","Jan","0"
"94251","Jan","0"
"94252","Jan","0"
"94253","Jan","0"
"94254","Jan","1"
"94255","Jan","0"
"94256","Jan","0"
"94257","Jan","0"
"94258","Jan","0"
"94259","Jan","0"
"94260","Jan","0"
"94261","Jan","0"
"94262","Jan","0"
"94263","Jan","0"
"94264","Jan","0"
"94265","Jan","0"
"94266","Jan","0"
"94267","Jan","0"
"94268","Jan","0"
"94269","Jan","0"
"94270","Jan","0"
"94271","Jan","0"
"94272","Jan","0"
"94273","Jan","1"
"94274","Jan","0"
"94275","Feb","0"
"94276","Feb","0"
"94277","Feb","0"
"94278","Feb","0"
"94279","Feb","0"
"94280","Feb","0"
"94281","Feb","0"
"94282","Feb","0"
"94283","Feb","0"
"94284","Feb","0"
"94285","Feb","0"
"94286","Feb","0"
"94287","Feb","0"
"94288","Feb","0"
"94289","Feb","0"
"94290","Feb","0"
"94291","Feb","0"
"94292","Feb","0"
"94293","Feb","0"
"94294","Feb","0"
"94295","Feb","0"
"94296","Feb","0"
"94297","Mar","0"
"94298","Mar","0"
"94299","Mar","0"
"94300","Mar","0"
"94301","Mar","0"
"94302","Mar","0"
"94303","Mar","0"
"94304","Mar","0"
"94305","Mar","0"
"94306","Mar","0"
"94307","Mar","0"
"94308","Mar","0"
"94309","Mar","0"
"94310","Mar","0"
"94311","Mar","0"
"94312","Mar","0"
"94313","Apr","0"
"94314","Apr","0"
"94315","Apr","0"
"94316","Apr","2"
"94317","May","2"
"94318","May","2"
"94319","May","0"
"94320","May","0"
"94321","May","1"
"94322","Jun","1"
"94323","Jun","0"
"94324","Jun","0"
"94325","Jun","1"
"94326","Jul","0"
"94327","Jul","0"
"94328","Jul","0"
"94329","Jul","0"
"94330","Jul","0"
"94331","Aug","0"
"94332","Aug","1"
"94333","Aug","0"
"94334","Aug","0"
"94335","Aug","0"
"94336","Sep","0"
"94337","Sep","0"
"94338","Sep","0"
"94339","Sep","0"
"94340","Oct","0"
"94341","Oct","0"
"94342","Mar","0"
"94343","Mar","0"
"94344","Mar","0"
"94345","Mar","0"
"94346","Mar","0"
"94347","Mar","0"
"94348","Mar","0"
"94349","Mar","0"
"94350","Mar","0"
"94351","Mar","0"
"94352","Apr","0"
"94353","Apr","2"
"94354","Apr","0"
"94355","Apr","0"
"94356","Apr","0"
"94357","Apr","0"
"94358","Apr","0"
"94359","Apr","0"
"94360","Apr","1"
"94361","Apr","0"
"94362","Apr","0"
"94363","Apr","0"
"94364","Apr","1"
"94365","Apr","0"
"94366","Apr","0"
"94367","Apr","0"
"94368","Apr","0"
"94369","Apr","0"
"94370","Apr","0"
"94371","Apr","0"
"94372","Apr","0"
"94373","May","0"
"94374","May","2"
"94375","May","0"
"94376","May","0"
"94377","May","3"
"94378","May","1"
"94379","May","1"
"94380","May","0"
"94381","May","1"
"94382","May","0"
"94383","May","2"
"94384","May","2"
"94385","May","0"
"94386","May","2"
"94387","May","0"
"94388","May","1"
"94389","May","0"
"94390","May","0"
"94391","May","0"
"94392","May","1"
"94393","May","0"
"94394","May","0"
"94395","May","0"
"94396","May","1"
"94397","May","0"
"94398","May","0"
"94399","Jun","2"
"94400","Jun","1"
"94401","Jun","0"
"94402","Jun","0"
"94403","Jun","1"
"94404","Jun","0"
"94405","Jun","1"
"94406","Jun","2"
"94407","Jun","0"
"94408","Jun","0"
"94409","Jun","0"
"94410","Jun","1"
"94411","Jun",NA
"94412","Jun","1"
"94413","Jun","0"
"94414","Jun","0"
"94415","Jun","0"
"94416","Jun","2"
"94417","Jun","1"
"94418","Jun","0"
"94419","Jun","2"
"94420","Jun","0"
"94421","Jun","0"
"94422","Jun","1"
"94423","Jun","0"
"94424","Jul","0"
"94425","Jul","1"
"94426","Jul","0"
"94427","Jul","0"
"94428","Jul","0"
"94429","Jul","1"
"94430","Jul","0"
"94431","Jul","0"
"94432","Jul","0"
"94433","Jul","0"
"94434","Jul","1"
"94435","Jul","0"
"94436","Jul","0"
"94437","Jul","0"
"94438","Jul","0"
"94439","Jul","0"
"94440","Jul","1"
"94441","Jul","0"
"94442","Aug","0"
"94443","Aug","0"
"94444","Aug","0"
"94445","Aug","0"
"94446","Aug","0"
"94447","Aug","0"
"94448","Aug","0"
"94449","Aug","0"
"94450","Aug","0"
"94451","Aug","1"
"94452","Sep","0"
"94453","Sep","0"
"94454","Sep","2"
"94455","Oct","0"
"94456","Oct","1"
"94457","Oct","0"
"94458","Oct","0"
"94459","Oct","1"
"94460","Oct","0"
"94461","Oct","0"
"94462","Oct","0"
"94463","Nov","1"
"94464","Nov","0"
"94465","Nov","0"
"94466","Nov","1"
"94467","Nov","0"
"94468","Nov","0"
"94469","Nov","2"
"94470","Nov","1"
"94471","Nov","0"
"94472","Dec","2"
"94473","Dec","1"
"94474","Dec","1"
"94475","Dec","0"
"94476","Dec","1"
"94477","Dec","1"
"94478","Jan","1"
"94479","Jan","0"
"94480","Jan","0"
"94481","Jan","2"
"94482","Jan","0"
"94483","Jan","0"
"94484","Jan","0"
"94485","Jan","0"
"94486","Jan","0"
"94487","Jan","1"
"94488","Jan","0"
"94489","Jan","1"
"94490","Jan","1"
"94491","Feb","0"
"94492","Feb","0"
"94493","Feb","1"
"94494","Feb","1"
"94495","Feb","1"
"94496","Feb","1"
"94497","Feb","3"
"94498","Feb","1"
"94499","Feb","3"
"94500","Feb","0"
"94501","Feb","6"
"94502","Feb","3"
"94503","Feb","4"
"94504","Feb","0"
"94505","Feb","4"
"94506","Feb","3"
"94507","Feb","0"
"94508","Feb","3"
"94509","Feb","3"
"94510","Feb","4"
"94511","Mar","8"
"94512","Mar","15"
"94513","Mar","3"
"94514","Mar","1"
"94515","Mar","0"
"94516","Mar","0"
"94517","Mar","8"
"94518","Mar","5"
"94519","Mar","0"
"94520","Mar","9"
"94521","Mar","3"
"94522","Mar","0"
"94523","Mar","7"
"94524","Apr","1"
"94525","Apr","0"
"94526","Apr","0"
"94527","Apr","1"
"94528","Apr","0"
"94529","Apr","1"
"94530","Apr","0"
"94531","Apr","1"
"94532","May","0"
"94533","May","0"
"94534","May","1"
"94535","May","2"
"94536","Jun","0"
"94537","Jun","0"
"94538","Jun","0"
"94539","Jun","0"
"94540","Jun","0"
"94541","Jun","1"
"94542","Jun","0"
"94543","Jun","0"
"94544","Jun","0"
"94545","Jul","0"
"94546","Jul","0"
"94547","Jul","0"
"94548","Jul","0"
"94549","Jul","0"
"94550","Jul","0"
"94551","Jul","0"
"94552","Aug","0"
"94553","Aug","0"
"94554","Aug","1"
"94555","Aug","0"
"94556","Aug","0"
"94557","Aug","0"
"94558","Aug","0"
"94559","Aug","0"
"94560","Aug","0"
"94561","Aug","0"
"94562","Aug","0"
"94563","Aug","0"
"94564","Aug","0"
"94565","Aug","0"
"94566","Aug","0"
"94567","Sep","0"
"94568","Sep","0"
"94569","Sep","0"
"94570","Sep","0"
"94571","Sep","0"
"94572","Sep","0"
"94573","Sep","1"
"94574","Sep","0"
"94575","Sep","0"
"94576","Sep","0"
"94577","Sep","1"
"94578","Sep","1"
"94579","Sep","0"
"94580","Sep","0"
"94581","Oct","2"
"94582","Oct","0"
"94583","Oct","0"
"94584","Oct","0"
"94585","Oct","0"
"94586","Oct","1"
"94587","Oct","0"
"94588","Oct","1"
"94589","Oct","0"
"94590","Oct","0"
"94591","Oct","3"
"94592","Nov","0"
"94593","Nov","0"
"94594","Nov","0"
"94595","Nov","0"
"94596","Nov","0"
"94597","Nov","0"
"94598","Nov","0"
"94599","Nov","0"
"94600","Nov","0"
"94601","Nov","0"
"94602","Nov","0"
"94603","Nov","0"
"94604","Dec","0"
"94605","Dec","0"
"94606","Dec","0"
"94607","Dec","0"
"94608","Dec","0"
"94609","Dec","0"
"94610","Dec","0"
"94611","Dec","0"
"94612","Dec","0"
"94613","Dec","0"
"94614","Jan","1"
"94615","Jan","0"
"94616","Jan","0"
"94617","Jan","0"
"94618","Jan","0"
"94619","Jan","0"
"94620","Jan","0"
"94621","Jan","1"
"94622","Jan","0"
"94623","Jan","0"
"94624","Jan","0"
"94625","Jan","0"
"94626","Feb","0"
"94627","Feb","0"
"94628","Feb","0"
"94629","Feb","0"
"94630","Feb","0"
"94631","Feb","0"
"94632","Feb","0"
"94633","Feb","0"
"94634","Mar","0"
"94635","Mar","0"
"94636","Mar","0"
"94637","Mar","0"
"94638","Apr","0"
"94639","Apr","0"
"94640","Apr","0"
"94641","May","0"
"94642","May","0"
"94643","Jun","0"
"94644","Jun","0"
"94645","Jun","0"
"94646","Jun","0"
"94647","Jul","0"
"94648","Jul","0"
"94649","Jul","0"
"94650","Jul","0"
"94651","Jul","0"
"94652","Aug","0"
"94653","Aug","0"
"94654","Aug","0"
"94655","Aug","0"
"94656","Aug","0"
"94657","Sep","0"
"94658","Sep","0"
"94659","Sep","0"
"94660","Sep","0"
"94661","Sep","0"
"94662","Oct","0"
"94663","Oct","0"
"94664","Oct","0"
"94665","Oct","0"
"94666","Nov","0"
"94667","Nov","0"
"94668","Nov","0"
"94669","Nov","0"
"94670","Dec","0"
"94671","Dec","0"
"94672","Dec","0"
"94673","Dec","0"
"94674","Dec","0"
"94675","Jan","0"
"94676","Feb","0"
"94677","Mar","0"
"94678","Mar","0"
"94679","Apr","0"
"94680","Feb","0"
"94681","Feb","0"
"94682","Mar","0"
"94683","Mar","0"
"94684","Mar","0"
"94685","Mar","0"
"94686","Mar","0"
"94687","Mar","0"
"94688","Mar","0"
"94689","Mar","0"
"94690","Mar","0"
"94691","Mar","0"
"94692","Mar","0"
"94693","Mar","0"
"94694","Mar","0"
"94695","Mar","0"
"94696","Mar","0"
"94697","Mar","0"
"94698","Mar","0"
"94699","Mar","0"
"94700","Mar","0"
"94701","Mar","3"
"94702","Mar","0"
"94703","Mar","1"
"94704","Mar","0"
"94705","Mar","2"
"94706","Mar","1"
"94707","Mar","3"
"94708","Mar","2"
"94709","Mar","8"
"94710","Mar","8"
"94711","Mar","15"
"94712","Mar","9"
"94713","Apr","14"
"94714","Apr","26"
"94715","Apr","22"
"94716","Apr","26"
"94717","Apr","34"
"94718","Apr","40"
"94719","Apr","33"
"94720","Apr","58"
"94721","Apr","62"
"94722","Apr","49"
"94723","Apr","62"
"94724","Apr","78"
"94725","Apr","81"
"94726","Apr","88"
"94727","Apr","102"
"94728","Apr","114"
"94729","Apr","115"
"94730","Apr","107"
"94731","Apr","142"
"94732","Apr","137"
"94733","Apr","181"
"94734","Apr","211"
"94735","Apr","215"
"94736","Apr","216"
"94737","Apr","230"
"94738","Apr","263"
"94739","Apr","290"
"94740","Apr","310"
"94741","Apr","285"
"94742","Apr","326"
"94743","May","386"
"94744","May","354"
"94745","May","410"
"94746","May","358"
"94747","May","369"
"94748","May","461"
"94749","May","449"
"94750","May","414"
"94751","May","403"
"94752","May","439"
"94753","May","418"
"94754","May","457"
"94755","May","460"
"94756","May","487"
"94757","May","490"
"94758","May","546"
"94759","May","556"
"94760","May","534"
"94761","May","587"
"94762","May","591"
"94763","May","579"
"94764","May","571"
"94765","May","572"
"94766","May","560"
"94767","May","539"
"94768","May","608"
"94769","May","628"
"94770","May","611"
"94771","May","594"
"94772","May","623"
"94773","May","575"
"94774","Jun","609"
"94775","Jun","634"
"94776","Jun","691"
"94777","Jun","649"
"94778","Jun","676"
"94779","Jun","656"
"94780","Jun","597"
"94781","Jun","667"
"94782","Jun","688"
"94783","Jun","738"
"94784","Jun","691"
"94785","Jun","706"
"94786","Jun","670"
"94787","Jun","731"
"94788","Jun","696"
"94789","Jun","719"
"94790","Jun","714"
"94791","Jun","775"
"94792","Jun","752"
"94793","Jun","679"
"94794","Jun","651"
"94795","Jun","618"
"94796","Jun","692"
"94797","Jun","669"
"94798","Jun","643"
"94799","Jun","649"
"94800","Jun","627"
"94801","Jun","671"
"94802","Jun","699"
"94803","Jun","691"
"94804","Jul","760"
"94805","Jul","719"
"94806","Jul","693"
"94807","Jul","703"
"94808","Jul","706"
"94809","Jul","738"
"94810","Jul","753"
"94811","Jul","827"
"94812","Jul","824"
"94813","Jul","740"
"94814","Jul","764"
"94815","Jul","728"
"94816","Jul","742"
"94817","Jul","759"
"94818","Jul","836"
"94819","Jul","808"
"94820","Jul","804"
"94821","Jul","815"
"94822","Jul","770"
"94823","Jul","747"
"94824","Jul","803"
"94825","Jul","804"
"94826","Jul","840"
"94827","Jul","752"
"94828","Jul","785"
"94829","Jul","733"
"94830","Jul","779"
"94831","Jul","785"
"94832","Jul","809"
"94833","Jul","778"
"94834","Jul","685"
"94835","Aug","748"
"94836","Aug","674"
"94837","Aug","735"
"94838","Aug","697"
"94839","Aug","759"
"94840","Aug","777"
"94841","Aug","720"
"94842","Aug","694"
"94843","Aug","645"
"94844","Aug","682"
"94845","Aug","652"
"94846","Aug","676"
"94847","Aug","700"
"94848","Aug","618"
"94849","Aug","614"
"94850","Aug","580"
"94851","Aug","586"
"94852","Aug","576"
"94853","Aug","627"
"94854","Aug","567"
"94855","Aug","585"
"94856","Aug","565"
"94857","Aug","559"
"94858","Aug","573"
"94859","Aug","525"
"94860","Aug","541"
"94861","Aug","545"
"94862","Aug","521"
"94863","Aug","494"
"94864","Aug","532"
"94865","Aug","512"
"94866","Sep","527"
"94867","Sep","548"
"94868","Sep","508"
"94869","Sep","490"
"94870","Sep","492"
"94871","Sep","479"
"94872","Sep","463"
"94873","Sep","460"
"94874","Sep","491"
"94875","Sep","428"
"94876","Sep","482"
"94877","Sep","440"
"94878","Sep","444"
"94879","Sep","465"
"94880","Sep","403"
"94881","Sep","451"
"94882","Sep","442"
"94883","Sep","422"
"94884","Sep","401"
"94885","Sep","371"
"94886","Sep","401"
"94887","Sep","423"
"94888","Sep","409"
"94889","Sep","431"
"94890","Sep","396"
"94891","Sep","410"
"94892","Sep","370"
"94893","Sep","387"
"94894","Sep","364"
"94895","Sep","377"
"94896","Oct","373"
"94897","Oct","353"
"94898","Oct","365"
"94899","Oct","367"
"94900","Oct","364"
"94901","Oct","347"
"94902","Oct","374"
"94903","Oct","363"
"94904","Oct","357"
"94905","Oct","357"
"94906","Oct","326"
"94907","Oct","384"
"94908","Oct","363"
"94909","Oct","422"
"94910","Oct","384"
"94911","Oct","372"
"94912","Oct","396"
"94913","Oct","368"
"94914","Oct","397"
"94915","Oct","401"
"94916","Oct","472"
"94917","Oct","437"
"94918","Oct","477"
"94919","Oct","463"
"94920","Oct","460"
"94921","Oct","445"
"94922","Oct","486"
"94923","Oct","500"
"94924","Oct","463"
"94925","Oct","481"
"94926","Oct","491"
"94927","Nov","470"
"94928","Nov","450"
"94929","Nov","459"
"94930","Nov","511"
"94931","Nov","494"
"94932","Nov","494"
"94933","Nov","522"
"94934","Nov","552"
"94935","Nov","474"
"94936","Nov","499"
"94937","Nov","521"
"94938","Nov","486"
"94939","Nov","518"
"94940","Nov","546"
"94941","Nov","517"
"94942","Nov","508"
"94943","Nov","514"
"94944","Nov","517"
"94945","Nov","568"
"94946","Nov","534"
"94947","Nov","496"
"94948","Nov","572"
"94949","Nov","557"
"94950","Nov","625"
"94951","Nov","565"
"94952","Nov","571"
"94953","Nov","550"
"94954","Nov","572"
"94955","Nov","620"
"94956","Nov","563"
"94957","Dec","578"
"94958","Dec","644"
"94959","Dec","657"
"94960","Dec","611"
"94961","Dec","594"
"94962","Dec","588"
"94963","Dec","644"
"94964","Dec","639"
"94965","Dec","674"
"94966","Dec","633"
"94967","Dec","688"
"94968","Dec","670"
"94969","Dec","696"
"94970","Dec","725"
"94971","Dec","705"
"94972","Dec","744"
"94973","Dec","749"
"94974","Dec","736"
"94975","Dec","740"
"94976","Dec","758"
"94977","Dec","799"
"94978","Dec","778"
"94979","Dec","887"
"94980","Dec","810"
"94981","Dec","822"
"94982","Dec","843"
"94983","Dec","836"
"94984","Dec","881"
"94985","Dec","916"
"94986","Dec","965"
"94987","Dec","971"
"94988","Jan","946"
"94989","Jan","886"
"94990","Jan","987"
"94991","Jan","993"
"94992","Jan","1037"
"94993","Jan","1112"
"94994","Jan","1069"
"94995","Jan","1160"
"94996","Jan","1064"
"94997","Jan","1197"
"94998","Jan","1143"
"94999","Jan","1215"
"95000","Jan","1315"
"95001","Jan","1238"
"95002","Jan","1247"
"95003","Jan","1271"
"95004","Jan","1316"
"95005","Jan","1294"
"95006","Jan","1402"
"95007","Jan","1409"
"95008","Jan","1447"
"95009","Jan","1495"
"95010","Jan","1435"
"95011","Jan","1395"
"95012","Jan","1354"
"95013","Jan","1423"
"95014","Jan","1478"
"95015","Jan","1419"
"95016","Jan","1325"
"95017","Jan","1249"
"95018","Jan","1247"
"95019","Feb","1239"
"95020","Feb","1181"
"95021","Feb","1296"
"95022","Feb","1264"
"95023","Feb","1172"
"95024","Feb","1091"
"95025","Feb","1049"
"95026","Feb","1050"
"95027","Feb","968"
"95028","Feb","1072"
"95029","Feb","972"
"95030","Feb","888"
"95031","Feb","924"
"95032","Feb","857"
"95033","Feb","771"
"95034","Feb","790"
"95035","Feb","804"
"95036","Feb","782"
"95037","Feb","758"
"95038","Feb","687"
"95039","Feb","729"
"95040","Feb","620"
"95041","Feb","721"
"95042","Feb","732"
"95043","Feb","611"
"95044","Feb","602"
"95045","Feb","589"
"95046","Feb","574"
"95047","Mar","588"
"95048","Mar","597"
"95049","Mar","584"
"95050","Mar","567"
"95051","Mar","514"
"95052","Mar","516"
"95053","Mar","523"
"95054","Mar","487"
"95055","Mar","489"
"95056","Mar","521"
"95057","Mar","468"
"95058","Mar","539"
"95059","Mar","493"
"95060","Mar","414"
"95061","Mar","435"
"95062","Mar","466"
"95063","Mar","415"
"95064","Mar","395"
"95065","Mar","407"
"95066","Mar","376"
"95067","Mar","387"
"95068","Mar","354"
"95069","Mar","383"
"95070","Mar","364"
"95071","Mar","403"
"95072","Mar","346"
"95073","Mar","302"
"95074","Mar","290"
"95075","Mar","321"
"95076","Mar","358"
"95077","Mar","340"
"95078","Apr","322"
"95079","Apr","320"
"95080","Apr","302"
"95081","Apr","310"
"95082","Apr","306"
"95083","Apr","272"
"95084","Apr","315"
"95085","Apr","279"
"95086","Apr","312"
"95087","Apr","293"
"95088","Apr","283"
"95089","Apr","279"
"95090","Apr","273"
"95091","Apr","261"
"95092","Apr","298"
"95093","Apr","275"
"95094","Apr","283"
"95095","Apr","254"
"95096","Apr","264"
"95097","Apr","212"
"95098","Apr","234"
"95099","Apr","255"
"95100","Apr","231"
"95101","Apr","206"
"95102","Apr","209"
"95103","Apr","211"
"95104","Apr","201"
"95105","Apr","218"
"95106","Apr","199"
"95107","Apr","199"
"95108","May","211"
"95109","May","161"
"95110","May","178"
"95111","May","192"
"95112","May","170"
"95113","May","158"
"95114","May","178"
"95115","May","154"
"95116","May","134"
"95117","May","134"
"95118","May","151"
"95119","May","167"
"95120","May","128"
"95121","May","139"
"95122","May","112"
"95123","May","132"
"95124","May","110"
"95125","May","126"
"95126","May","133"
"95127","May","133"
"95128","May","118"
"95129","May","102"
"95130","May","105"
"95131","May","86"
"95132","May","125"
"95133","May","115"
"95134","May","112"
"95135","May","98"
"95136","May","108"
"95137","May","102"
"95138","May","96"
"95139","Jun","96"
"95140","Jun","112"
"95141","Jun","98"
"95142","Jun","93"
"95143","Jun","69"
"95144","Jun","90"
"95145","Jun","105"
"95146","Jun","89"
"95147","Jun","105"
"95148","Jun","108"
"95149","Jun","96"
"95150","Jun","88"
"95151","Jun","117"
"95152","Jun","79"
"95153","Jun","85"
"95154","Jun","105"
"95155","Jun","104"
"95156","Jun","104"
"95157","Jun","107"
"95158","Jun","102"
"95159","Jun","95"
"95160","Jun","125"
"95161","Jun","119"
"95162","Jun","107"
"95163","Jun","107"
"95164","Jun","101"
"95165","Jun","115"
"95166","Jun","117"
"95167","Jun","121"
"95168","Jun","134"
"95169","Jul","131"
"95170","Jul","136"
"95171","Jul","150"
"95172","Jul","142"
"95173","Jul","125"
"95174","Jul","160"
"95175","Jul","155"
"95176","Jul","181"
"95177","Jul","171"
"95178","Jul","165"
"95179","Jul","157"
"95180","Jul","173"
"95181","Jul","187"
"95182","Jul","227"
"95183","Jul","181"
"95184","Jul","226"
"95185","Jul","228"
"95186","Jul","238"
"95187","Jul","252"
"95188","Jul","270"
"95189","Jul","313"
"95190","Jul","329"
"95191","Jul","348"
"95192","Jul","308"
"95193","Jul","377"
"95194","Jul","342"
"95195","Jul","398"
"95196","Jul","458"
"95197","Jul","460"
"95198","Jul","478"
"95199","Jul","472"
