"","Years","Total_death"
"31341",2023,2303
"31342",2023,37
"31343",2023,53
"31344",2023,42
"31345",2023,35
"31346",2023,47
"31347",2023,3364
"31348",2023,87
"31349",2023,80
"31350",2023,68
"31351",2023,53
"31352",2023,56
"31353",2023,963
"31354",2023,70
"31355",2023,91
"31356",2023,59
"31357",2023,58
"31358",2023,39
"31359",2023,69
"31360",2023,161
"31361",2023,0
"31362",2023,7
"31363",2023,47
"31364",2023,46
"31365",2023,64
"31366",2023,44
"31367",2023,0
"31368",2023,0
"31369",2023,44
"31370",2023,46
"31371",2023,30
"31372",2023,35
"31373",2023,0
"31374",2023,144
"31375",2023,46
"31376",2023,34
"31377",2023,40
"31378",2023,50
"31379",2023,0
"31380",2023,102
"31381",2023,38
"31382",2023,28
"31383",2023,43
"31384",2023,37
"31385",2023,0
"31386",2023,76
"31387",2023,0
"31388",2023,49
"31389",2023,29
"31390",2023,40
"31391",2023,0
"31392",2023,1
"31393",2023,1
"31394",2023,0
"31395",2023,1
"31396",2023,0
"31397",2023,0
"31398",2023,0
"31399",2023,1
"31400",2023,0
"31401",2023,0
"31402",2023,0
"31403",2023,2
"31404",2023,1
"31405",2023,0
"31406",2023,2
"31407",2023,1
"31408",2023,0
"31409",2023,2
"31410",2023,3
"31411",2023,1
"31412",2023,1
"31413",2023,1
"31414",2023,0
"31415",2023,1
"31416",2023,11
"31417",2023,3
"31418",2023,3
"31419",2023,3
"31420",2023,0
"31421",2023,3
"31422",2023,2
"31423",2023,2
"31424",2023,12
"31425",2023,7
"31426",2023,0
"31427",2023,11
"31428",2023,2
"31429",2023,9
"31430",2023,10
"31431",2023,12
"31432",2023,0
"31433",2023,20
"31434",2023,5
"31435",2023,5
"31436",2023,9
"31437",2023,14
"31438",2023,12
"31439",2023,0
"31440",2023,9
"31441",2023,10
"31442",2023,13
"31443",2023,15
"31444",2023,98
"31445",2023,0
"31446",2023,17
"31447",2023,0
"31448",2023,0
"31449",2023,0
"31450",2023,0
"31451",2023,0
"31452",2023,0
"31453",2023,0
"31454",2023,0
"31455",2023,0
"31456",2023,0
"31457",2023,0
"31458",2023,0
"31459",2023,154
"31460",2023,0
"31461",2023,0
"31462",2023,0
"31463",2023,0
"31464",2023,0
"31465",2023,0
"31466",2023,0
"31467",2023,0
"31468",2023,1
"31469",2023,0
"31470",2023,0
"31471",2023,0
"31472",2023,0
"31473",2023,0
"31474",2023,74
"31475",2023,0
"31476",2023,0
"31477",2023,0
"31478",2023,0
"31479",2023,0
"31480",2023,0
"31481",2023,25
"31482",2023,0
"31483",2023,0
"31484",2023,25
"31485",2023,0
"31486",2023,0
"31487",2023,0
"31488",2023,21
"31489",2023,0
"31490",2023,0
"31491",2023,0
"31492",2023,0
"31493",2023,0
"31494",2023,0
"31495",2023,0
"31496",2023,0
"31497",2023,0
"31498",2023,0
"31499",2023,0
"31500",2023,19
"31501",2023,0
"31502",2023,24
"31503",2023,0
"31504",2023,0
"31505",2023,0
"31506",2023,0
"31507",2023,0
"31508",2023,0
"31509",2023,0
"31510",2023,0
"31511",2023,35
"31512",2023,0
"31513",2023,0
"31514",2023,0
"31515",2023,0
"31516",2023,0
"31517",2023,20
"31518",2023,0
"31519",2023,22
"31520",2023,0
"31521",2020,0
"31522",2020,0
"31523",2020,0
"31524",2020,0
"31525",2020,0
"31526",2020,0
"31527",2020,0
"31528",2020,0
"31529",2020,0
"31530",2020,0
"31531",2020,0
"31532",2020,0
"31533",2020,1
"31534",2020,0
"31535",2020,0
"31536",2020,1
"31537",2020,2
"31538",2020,0
"31539",2020,0
"31540",2020,4
"31541",2020,2
"31542",2020,1
"31543",2020,2
"31544",2020,6
"31545",2020,7
"31546",2020,3
"31547",2020,11
"31548",2020,4
"31549",2020,5
"31550",2020,14
"31551",2020,11
"31552",2020,20
"31553",2020,9
"31554",2020,3
"31555",2020,15
"31556",2020,4
"31557",2020,13
"31558",2020,9
"31559",2020,13
"31560",2020,13
"31561",2020,10
"31562",2020,7
"31563",2020,10
"31564",2020,9
"31565",2020,10
"31566",2020,8
"31567",2020,11
"31568",2020,9
"31569",2020,16
"31570",2020,9
"31571",2020,15
"31572",2020,21
"31573",2020,10
"31574",2020,16
"31575",2020,18
"31576",2020,20
"31577",2020,29
"31578",2020,21
"31579",2020,17
"31580",2020,18
"31581",2020,16
"31582",2020,14
"31583",2020,16
"31584",2020,16
"31585",2020,21
"31586",2020,16
"31587",2020,12
"31588",2020,18
"31589",2020,21
"31590",2020,17
"31591",2020,22
"31592",2020,30
"31593",2020,23
"31594",2020,22
"31595",2020,23
"31596",2020,26
"31597",2020,27
"31598",2020,19
"31599",2020,31
"31600",2020,37
"31601",2020,49
"31602",2020,30
"31603",2020,40
"31604",2020,36
"31605",2020,42
"31606",2020,58
"31607",2020,60
"31608",2020,54
"31609",2020,49
"31610",2020,64
"31611",2020,61
"31612",2020,55
"31613",2020,57
"31614",2020,47
"31615",2020,75
"31616",2020,59
"31617",2020,75
"31618",2020,63
"31619",2020,86
"31620",2020,95
"31621",2020,81
"31622",2020,111
"31623",2020,73
"31624",2020,94
"31625",2020,87
"31626",2020,163
"31627",2020,157
"31628",2020,128
"31629",2020,167
"31630",2020,117
"31631",2020,111
"31632",2020,136
"31633",2020,171
"31634",2020,136
"31635",2020,165
"31636",2020,122
"31637",2020,146
"31638",2020,149
"31639",2020,168
"31640",2020,187
"31641",2020,211
"31642",2020,194
"31643",2020,188
"31644",2020,148
"31645",2020,170
"31646",2020,189
"31647",2020,215
"31648",2020,259
"31649",2020,228
"31650",2020,220
"31651",2020,193
"31652",2020,237
"31653",2020,207
"31654",2020,315
"31655",2020,287
"31656",2020,294
"31657",2020,256
"31658",2020,252
"31659",2020,297
"31660",2020,380
"31661",2020,356
"31662",2020,295
"31663",2020,225
"31664",2020,320
"31665",2020,367
"31666",2020,298
"31667",2020,309
"31668",2020,315
"31669",2020,311
"31670",2020,290
"31671",2020,302
"31672",2020,312
"31673",2020,321
"31674",2020,362
"31675",2020,308
"31676",2020,347
"31677",2020,318
"31678",2020,287
"31679",2020,275
"31680",2020,247
"31681",2020,360
"31682",2020,204
"31683",2020,385
"31684",2020,400
"31685",2020,348
"31686",2020,296
"31687",2020,277
"31688",2020,295
"31689",2020,284
"31690",2020,299
"31691",2020,297
"31692",2020,300
"31693",2020,299
"31694",2020,389
"31695",2020,296
"31696",2020,270
"31697",2020,270
"31698",2020,268
"31699",2020,256
"31700",2020,203
"31701",2020,202
"31702",2020,236
"31703",2020,222
"31704",2020,243
"31705",2020,216
"31706",2020,190
"31707",2020,199
"31708",2020,165
"31709",2020,190
"31710",2020,187
"31711",2020,185
"31712",2020,189
"31713",2020,169
"31714",2020,189
"31715",2020,173
"31716",2020,176
"31717",2020,178
"31718",2020,179
"31719",2020,193
"31720",2020,192
"31721",2020,153
"31722",2020,187
"31723",2020,170
"31724",2020,198
"31725",2020,201
"31726",2020,159
"31727",2020,156
"31728",2020,132
"31729",2020,173
"31730",2020,163
"31731",2020,151
"31732",2020,164
"31733",2020,165
"31734",2020,174
"31735",2020,151
"31736",2020,156
"31737",2020,165
"31738",2020,151
"31739",2020,159
"31740",2020,187
"31741",2020,167
"31742",2020,132
"31743",2020,170
"31744",2020,192
"31745",2020,172
"31746",2020,166
"31747",2020,198
"31748",2020,154
"31749",2020,194
"31750",2020,217
"31751",2020,188
"31752",2020,173
"31753",2020,209
"31754",2020,179
"31755",2020,201
"31756",2020,155
"31757",2020,177
"31758",2020,166
"31759",2020,196
"31760",2020,196
"31761",2020,190
"31762",2020,196
"31763",2020,183
"31764",2020,174
"31765",2020,164
"31766",2020,179
"31767",2020,178
"31768",2020,160
"31769",2020,202
"31770",2020,192
"31771",2020,158
"31772",2020,182
"31773",2020,198
"31774",2020,168
"31775",2020,175
"31776",2020,183
"31777",2020,192
"31778",2020,198
"31779",2020,183
"31780",2020,159
"31781",2020,195
"31782",2020,187
"31783",2020,183
"31784",2020,182
"31785",2020,168
"31786",2020,183
"31787",2020,188
"31788",2020,162
"31789",2020,166
"31790",2020,175
"31791",2020,187
"31792",2020,163
"31793",2020,150
"31794",2020,176
"31795",2020,185
"31796",2020,197
"31797",2020,187
"31798",2020,142
"31799",2020,161
"31800",2020,204
"31801",2020,227
"31802",2020,232
"31803",2020,249
"31804",2020,207
"31805",2020,205
"31806",2020,251
"31807",2020,242
"31808",2020,281
"31809",2020,236
"31810",2020,253
"31811",2020,228
"31812",2020,203
"31813",2020,246
"31814",2021,289
"31815",2021,304
"31816",2021,282
"31817",2021,270
"31818",2021,200
"31819",2021,222
"31820",2021,241
"31821",2021,295
"31822",2021,344
"31823",2021,364
"31824",2021,353
"31825",2021,330
"31826",2021,337
"31827",2021,331
"31828",2021,342
"31829",2021,367
"31830",2021,377
"31831",2021,388
"31832",2021,375
"31833",2021,373
"31834",2021,398
"31835",2021,390
"31836",2021,395
"31837",2021,399
"31838",2021,396
"31839",2021,392
"31840",2021,373
"31841",2021,381
"31842",2021,395
"31843",2021,390
"31844",2021,371
"31845",2021,366
"31846",2021,333
"31847",2021,289
"31848",2021,304
"31849",2021,301
"31850",2021,254
"31851",2021,272
"31852",2021,290
"31853",2021,300
"31854",2021,297
"31855",2021,217
"31856",2021,226
"31857",2021,250
"31858",2021,213
"31859",2021,229
"31860",2021,180
"31861",2021,181
"31862",2021,163
"31863",2021,185
"31864",2021,200
"31865",2021,177
"31866",2021,174
"31867",2021,149
"31868",2021,140
"31869",2021,144
"31870",2021,142
"31871",2021,136
"31872",2021,122
"31873",2021,142
"31874",2021,106
"31875",2021,100
"31876",2021,106
"31877",2021,110
"31878",2021,107
"31879",2021,111
"31880",2021,112
"31881",2021,91
"31882",2021,95
"31883",2021,78
"31884",2021,97
"31885",2021,85
"31886",2021,92
"31887",2021,96
"31888",2021,97
"31889",2021,100
"31890",2021,125
"31891",2021,130
"31892",2021,138
"31893",2021,135
"31894",2021,136
"31895",2021,121
"31896",2021,120
"31897",2021,126
"31898",2021,120
"31899",2021,125
"31900",2021,126
"31901",2021,145
"31902",2021,165
"31903",2021,124
"31904",2021,176
"31905",2021,167
"31906",2021,192
"31907",2021,163
"31908",2021,155
"31909",2021,162
"31910",2021,199
"31911",2021,231
"31912",2021,243
"31913",2021,247
"31914",2021,269
"31915",2021,325
"31916",2021,281
"31917",2021,267
"31918",2021,326
"31919",2021,337
"31920",2021,380
"31921",2021,365
"31922",2021,367
"31923",2021,397
"31924",2021,420
"31925",2021,429
"31926",2021,419
"31927",2021,430
"31928",2021,420
"31929",2021,440
"31930",2021,465
"31931",2021,448
"31932",2021,436
"31933",2021,490
"31934",2021,505
"31935",2021,490
"31936",2021,495
"31937",2021,485
"31938",2021,464
"31939",2021,463
"31940",2021,388
"31941",2021,399
"31942",2021,453
"31943",2021,492
"31944",2021,495
"31945",2021,488
"31946",2021,429
"31947",2021,490
"31948",2021,499
"31949",2021,490
"31950",2021,530
"31951",2021,520
"31952",2021,509
"31953",2021,482
"31954",2021,452
"31955",2021,490
"31956",2021,486
"31957",2021,509
"31958",2021,496
"31959",2021,483
"31960",2021,459
"31961",2021,514
"31962",2021,513
"31963",2021,514
"31964",2021,540
"31965",2021,535
"31966",2021,492
"31967",2021,523
"31968",2021,511
"31969",2021,545
"31970",2021,537
"31971",2021,532
"31972",2021,539
"31973",2021,535
"31974",2021,427
"31975",2021,550
"31976",2021,573
"31977",2021,569
"31978",2021,577
"31979",2021,586
"31980",2021,588
"31981",2021,599
"31982",2021,595
"31983",2021,596
"31984",2021,590
"31985",2021,589
"31986",2021,599
"31987",2021,648
"31988",2021,720
"31989",2021,645
"31990",2021,689
"31991",2021,685
"31992",2021,693
"31993",2021,664
"31994",2021,648
"31995",2021,608
"31996",2021,610
"31997",2021,593
"31998",2021,586
"31999",2021,591
"32000",2021,582
"32001",2021,570
"32002",2021,553
"32003",2021,559
"32004",2021,577
"32005",2021,576
"32006",2021,567
"32007",2021,528
"32008",2021,509
"32009",2021,504
"32010",2021,498
"32011",2021,496
"32012",2021,500
"32013",2021,498
"32014",2021,476
"32015",2021,446
"32016",2021,378
"32017",2021,351
"32018",2021,354
"32019",2021,352
"32020",2021,350
"32021",2021,330
"32022",2021,314
"32023",2021,300
"32024",2021,319
"32025",2021,325
"32026",2021,306
"32027",2021,291
"32028",2021,275
"32029",2021,218
"32030",2021,268
"32031",2021,211
"32032",2021,204
"32033",2021,188
"32034",2021,190
"32035",2021,181
"32036",2021,143
"32037",2021,167
"32038",2021,185
"32039",2021,144
"32040",2021,124
"32041",2021,135
"32042",2021,103
"32043",2021,121
"32044",2021,108
"32045",2021,93
"32046",2021,120
"32047",2021,122
"32048",2021,98
"32049",2021,95
"32050",2021,99
"32051",2021,73
"32052",2021,86
"32053",2021,93
"32054",2021,81
"32055",2021,95
"32056",2021,68
"32057",2021,72
"32058",2021,62
"32059",2021,71
"32060",2021,81
"32061",2021,61
"32062",2021,72
"32063",2021,48
"32064",2021,53
"32065",2021,47
"32066",2021,49
"32067",2021,53
"32068",2021,49
"32069",2021,63
"32070",2021,55
"32071",2021,40
"32072",2021,26
"32073",2021,40
"32074",2021,29
"32075",2021,44
"32076",2021,34
"32077",2021,35
"32078",2021,29
"32079",2021,38
"32080",2021,44
"32081",2021,26
"32082",2021,36
"32083",2021,34
"32084",2021,43
"32085",2021,33
"32086",2021,41
"32087",2021,42
"32088",2021,38
"32089",2021,37
"32090",2021,36
"32091",2021,29
"32092",2021,24
"32093",2021,30
"32094",2021,32
"32095",2021,30
"32096",2021,35
"32097",2021,33
"32098",2021,38
"32099",2021,32
"32100",2021,37
"32101",2021,34
"32102",2021,33
"32103",2021,37
"32104",2021,34
"32105",2021,35
"32106",2021,21
"32107",2021,24
"32108",2021,21
"32109",2021,28
"32110",2021,35
"32111",2021,38
"32112",2021,35
"32113",2021,32
"32114",2021,34
"32115",2021,26
"32116",2021,36
"32117",2021,30
"32118",2021,33
"32119",2021,23
"32120",2021,30
"32121",2021,37
"32122",2021,32
"32123",2021,37
"32124",2021,39
"32125",2021,32
"32126",2021,45
"32127",2021,38
"32128",2021,39
"32129",2021,30
"32130",2021,40
"32131",2021,41
"32132",2021,45
"32133",2021,43
"32134",2021,24
"32135",2021,32
"32136",2021,47
"32137",2021,51
"32138",2021,50
"32139",2021,41
"32140",2021,39
"32141",2021,45
"32142",2021,50
"32143",2021,48
"32144",2021,54
"32145",2021,53
"32146",2021,51
"32147",2021,43
"32148",2021,36
"32149",2021,55
"32150",2021,58
"32151",2021,57
"32152",2021,42
"32153",2021,48
"32154",2021,47
"32155",2021,41
"32156",2021,53
"32157",2021,55
"32158",2021,40
"32159",2021,42
"32160",2021,45
"32161",2021,51
"32162",2021,56
"32163",2021,42
"32164",2021,51
"32165",2021,39
"32166",2021,50
"32167",2021,54
"32168",2021,59
"32169",2021,29
"32170",2021,47
"32171",2021,52
"32172",2021,54
"32173",2021,46
"32174",2021,43
"32175",2021,32
"32176",2021,37
"32177",2021,35
"32178",2021,33
"32179",2022,35
"32180",2022,41
"32181",2022,44
"32182",2022,40
"32183",2022,35
"32184",2022,39
"32185",2022,40
"32186",2022,51
"32187",2022,59
"32188",2022,38
"32189",2022,50
"32190",2022,57
"32191",2022,65
"32192",2022,69
"32193",2022,96
"32194",2022,106
"32195",2022,129
"32196",2022,136
"32197",2022,134
"32198",2022,138
"32199",2022,169
"32200",2022,190
"32201",2022,197
"32202",2022,199
"32203",2022,217
"32204",2022,237
"32205",2022,260
"32206",2022,282
"32207",2022,273
"32208",2022,268
"32209",2022,272
"32210",2022,247
"32211",2022,221
"32212",2022,251
"32213",2022,230
"32214",2022,262
"32215",2022,239
"32216",2022,236
"32217",2022,239
"32218",2022,235
"32219",2022,205
"32220",2022,207
"32221",2022,179
"32222",2022,181
"32223",2022,189
"32224",2022,162
"32225",2022,186
"32226",2022,138
"32227",2022,147
"32228",2022,147
"32229",2022,136
"32230",2022,127
"32231",2022,110
"32232",2022,99
"32233",2022,80
"32234",2022,79
"32235",2022,57
"32236",2022,80
"32237",2022,97
"32238",2022,95
"32239",2022,74
"32240",2022,87
"32241",2022,45
"32242",2022,40
"32243",2022,45
"32244",2022,53
"32245",2022,54
"32246",2022,29
"32247",2022,34
"32248",2022,35
"32249",2022,31
"32250",2022,35
"32251",2022,28
"32252",2022,14
"32253",2022,18
"32254",2022,20
"32255",2022,26
"32256",2022,25
"32257",2022,29
"32258",2022,19
"32259",2022,18
"32260",2022,19
"32261",2022,14
"32262",2022,23
"32263",2022,23
"32264",2022,13
"32265",2022,14
"32266",2022,15
"32267",2022,12
"32268",2022,10
"32269",2022,12
"32270",2022,14
"32271",2022,15
"32272",2022,14
"32273",2022,10
"32274",2022,10
"32275",2022,8
"32276",2022,9
"32277",2022,6
"32278",2022,10
"32279",2022,10
"32280",2022,6
"32281",2022,6
"32282",2022,4
"32283",2022,5
"32284",2022,4
"32285",2022,3
"32286",2022,4
"32287",2022,4
"32288",2022,2
"32289",2022,3
"32290",2022,1
"32291",2022,4
"32292",2022,6
"32293",2022,6
"32294",2022,7
"32295",2022,2
"32296",2022,3
"32297",2022,2
"32298",2022,4
"32299",2022,4
"32300",2022,4
"32301",2022,12
"32302",2022,12
"32303",2022,12
"32304",2022,21
"32305",2022,13
"32306",2022,27
"32307",2022,24
"32308",2022,52
"32309",2022,100
"32310",2022,132
"32311",2022,163
"32312",2022,238
"32313",2022,242
"32314",2022,230
"32315",2022,212
"32316",2022,119
"32317",2022,113
"32318",2022,127
"32319",2022,62
"32320",2022,38
"32321",2022,23
"32322",2022,25
"32323",2022,13
"32324",2022,13
"32325",2022,7
"32326",2022,10
"32327",2022,13
"32328",2022,12
"32329",2022,19
"32330",2022,14
"32331",2022,16
"32332",2022,32
"32333",2022,53
"32334",2022,80
"32335",2022,103
"32336",2023,80
"32337",2023,126
"32338",2023,101
"32339",2023,58
"32340",2023,0
"32341",2023,20
"32342",2023,19
"32343",2023,14
"32344",2023,10
"32345",2023,13
"32346",2023,13
"32347",2023,13
"32348",2023,12
"32349",2023,8
"32350",2023,8
"32351",2023,7
"32352",2023,9
"32353",2023,5
"32354",2023,14
"32355",2023,7
"32356",2023,17
"32357",2023,15
"32358",2023,14
"32359",2023,13
"32360",2023,29
"32361",2023,25
"32362",2023,31
"32363",2023,30
"32364",2023,20
"32365",2023,0
"32366",2023,0
"32367",2023,0
"32368",2023,0
"32369",2023,0
"32370",2023,0
"32371",2023,0
"32372",2023,0
"32373",2023,0
"32374",2023,0
"32375",2023,0
"32376",2020,0
"32377",2020,0
"32378",2020,1
"32379",2020,0
"32380",2020,0
"32381",2020,0
"32382",2020,0
"32383",2020,0
"32384",2020,0
"32385",2020,0
"32386",2020,0
"32387",2020,0
"32388",2020,1
"32389",2020,2
"32390",2020,0
"32391",2020,2
"32392",2020,0
"32393",2020,0
"32394",2020,0
"32395",2020,0
"32396",2020,0
"32397",2020,0
"32398",2020,0
"32399",2020,0
"32400",2020,0
"32401",2020,0
"32402",2020,0
"32403",2020,0
"32404",2020,0
"32405",2020,0
"32406",2020,0
"32407",2020,0
"32408",2020,0
"32409",2020,0
"32410",2020,0
"32411",2020,0
"32412",2020,0
"32413",2020,0
"32414",2020,0
"32415",2020,0
"32416",2020,0
"32417",2020,0
"32418",2020,0
"32419",2020,0
"32420",2020,0
"32421",2020,0
"32422",2020,0
"32423",2020,0
"32424",2020,0
"32425",2020,0
"32426",2020,0
"32427",2020,0
"32428",2020,0
"32429",2020,0
"32430",2020,0
"32431",2020,0
"32432",2020,0
"32433",2020,0
"32434",2020,0
"32435",2020,0
"32436",2020,0
"32437",2020,0
"32438",2020,0
"32439",2020,0
"32440",2020,0
"32441",2020,0
"32442",2020,0
"32443",2020,0
"32444",2020,0
"32445",2020,0
"32446",2020,0
"32447",2020,0
"32448",2020,0
"32449",2020,0
"32450",2020,0
"32451",2020,0
"32452",2020,0
"32453",2020,0
"32454",2020,0
"32455",2020,0
"32456",2020,0
"32457",2020,0
"32458",2020,0
"32459",2020,0
"32460",2020,0
"32461",2020,0
"32462",2020,0
"32463",2020,0
"32464",2020,2
"32465",2021,1
"32466",2021,3
"32467",2021,0
"32468",2021,2
"32469",2021,7
"32470",2021,0
"32471",2021,5
"32472",2021,3
"32473",2021,5
"32474",2021,0
"32475",2021,3
"32476",2021,4
"32477",2021,4
"32478",2021,2
"32479",2021,3
"32480",2021,8
"32481",2021,1
"32482",2021,7
"32483",2021,1
"32484",2021,5
"32485",2021,1
"32486",2021,4
"32487",2021,4
"32488",2021,4
"32489",2021,1
"32490",2021,3
"32491",2021,5
"32492",2021,2
"32493",2021,4
"32494",2021,1
"32495",2021,0
"32496",2021,3
"32497",2021,4
"32498",2021,3
"32499",2021,3
"32500",2021,2
"32501",2021,2
"32502",2021,3
"32503",2021,3
"32504",2021,0
"32505",2021,5
"32506",2021,2
"32507",2021,3
"32508",2021,4
"32509",2021,1
"32510",2021,0
"32511",2021,1
"32512",2021,0
"32513",2021,0
"32514",2021,0
"32515",2021,0
"32516",2021,0
"32517",2021,0
"32518",2021,0
"32519",2021,1
"32520",2021,0
"32521",2021,1
"32522",2021,0
"32523",2021,0
"32524",2021,0
"32525",2021,0
"32526",2021,0
"32527",2021,0
"32528",2021,0
"32529",2021,0
"32530",2021,0
"32531",2021,0
"32532",2021,0
"32533",2021,0
"32534",2021,0
"32535",2021,0
"32536",2021,0
"32537",2021,0
"32538",2021,0
"32539",2021,0
"32540",2021,0
"32541",2021,0
"32542",2021,0
"32543",2021,0
"32544",2021,0
"32545",2021,0
"32546",2021,0
"32547",2021,0
"32548",2021,0
"32549",2021,0
"32550",2021,0
"32551",2021,0
"32552",2021,0
"32553",2021,0
"32554",2021,0
"32555",2021,0
"32556",2021,0
"32557",2021,0
"32558",2021,0
"32559",2021,0
"32560",2021,0
"32561",2021,0
"32562",2021,0
"32563",2021,0
"32564",2021,0
"32565",2021,0
"32566",2021,0
"32567",2021,0
"32568",2021,0
"32569",2021,0
"32570",2021,0
"32571",2021,0
"32572",2021,0
"32573",2021,0
"32574",2021,0
"32575",2021,0
"32576",2021,0
"32577",2021,0
"32578",2021,0
"32579",2021,0
"32580",2021,0
"32581",2021,0
"32582",2021,0
"32583",2021,0
"32584",2021,0
"32585",2021,0
"32586",2021,0
"32587",2021,0
"32588",2021,0
"32589",2021,0
"32590",2021,0
"32591",2021,0
"32592",2021,0
"32593",2021,0
"32594",2021,0
"32595",2021,0
"32596",2021,0
"32597",2021,0
"32598",2021,0
"32599",2021,0
"32600",2021,0
"32601",2021,0
"32602",2021,0
"32603",2021,0
"32604",2021,0
"32605",2021,0
"32606",2021,0
"32607",2021,0
"32608",2021,0
"32609",2021,0
"32610",2021,0
"32611",2021,0
"32612",2021,0
"32613",2021,0
"32614",2021,0
"32615",2021,0
"32616",2021,1
"32617",2021,0
"32618",2021,0
"32619",2021,0
"32620",2021,0
"32621",2021,0
"32622",2021,0
"32623",2021,0
"32624",2021,0
"32625",2021,0
"32626",2021,0
"32627",2021,0
"32628",2021,0
"32629",2021,0
"32630",2021,0
"32631",2021,0
"32632",2021,0
"32633",2021,0
"32634",2021,0
"32635",2021,0
"32636",2021,0
"32637",2021,0
"32638",2021,0
"32639",2021,0
"32640",2021,0
"32641",2021,0
"32642",2021,0
"32643",2021,0
"32644",2021,0
"32645",2021,0
"32646",2021,0
"32647",2021,0
"32648",2021,0
"32649",2021,0
"32650",2021,0
"32651",2021,0
"32652",2021,0
"32653",2021,0
"32654",2021,0
"32655",2021,0
"32656",2021,0
"32657",2021,0
"32658",2021,0
"32659",2021,0
"32660",2021,0
"32661",2021,0
"32662",2021,0
"32663",2021,0
"32664",2021,0
"32665",2021,0
"32666",2021,0
"32667",2021,0
"32668",2021,0
"32669",2021,0
"32670",2021,0
"32671",2021,0
"32672",2021,0
"32673",2021,0
"32674",2021,0
"32675",2021,0
"32676",2021,0
"32677",2021,0
"32678",2021,0
"32679",2021,0
"32680",2021,0
"32681",2021,0
"32682",2021,0
"32683",2021,0
"32684",2021,0
"32685",2021,0
"32686",2021,0
"32687",2021,0
"32688",2021,0
"32689",2021,0
"32690",2021,0
"32691",2021,0
"32692",2021,0
"32693",2021,0
"32694",2021,0
"32695",2021,0
"32696",2021,0
"32697",2021,0
"32698",2021,0
"32699",2021,0
"32700",2021,0
"32701",2021,0
"32702",2021,0
"32703",2021,0
"32704",2021,0
"32705",2021,1
"32706",2021,1
"32707",2021,0
"32708",2021,0
"32709",2021,0
"32710",2021,0
"32711",2021,0
"32712",2021,0
"32713",2021,0
"32714",2021,1
"32715",2021,0
"32716",2021,0
"32717",2021,0
"32718",2021,0
"32719",2021,0
"32720",2021,0
"32721",2021,0
"32722",2021,0
"32723",2021,0
"32724",2021,0
"32725",2021,0
"32726",2021,0
"32727",2021,0
"32728",2021,0
"32729",2021,1
"32730",2021,0
"32731",2021,0
"32732",2021,0
"32733",2021,0
"32734",2021,0
"32735",2021,0
"32736",2021,0
"32737",2021,0
"32738",2021,0
"32739",2021,0
"32740",2021,0
"32741",2021,0
"32742",2021,0
"32743",2021,1
"32744",2021,0
"32745",2021,0
"32746",2021,0
"32747",2021,1
"32748",2021,0
"32749",2021,0
"32750",2021,0
"32751",2021,1
"32752",2021,0
"32753",2021,2
"32754",2021,1
"32755",2022,0
"32756",2022,1
"32757",2022,0
"32758",2022,0
"32759",2022,0
"32760",2022,0
"32761",2022,0
"32762",2022,0
"32763",2022,0
"32764",2022,0
"32765",2022,0
"32766",2022,0
"32767",2022,1
"32768",2022,0
"32769",2022,0
"32770",2022,0
"32771",2022,0
"32772",2022,0
"32773",2022,0
"32774",2022,0
"32775",2022,0
"32776",2022,0
"32777",2022,0
"32778",2022,0
"32779",2022,0
"32780",2022,0
"32781",2022,1
"32782",2022,0
"32783",2022,0
"32784",2022,0
"32785",2022,0
"32786",2022,0
"32787",2022,0
"32788",2022,0
"32789",2022,0
"32790",2022,0
"32791",2022,0
"32792",2022,0
"32793",2022,0
"32794",2022,0
"32795",2022,0
"32796",2022,0
"32797",2022,0
"32798",2022,0
"32799",2022,0
"32800",2022,0
"32801",2022,0
"32802",2022,0
"32803",2022,0
"32804",2022,0
"32805",2022,0
"32806",2022,0
"32807",2022,0
"32808",2022,0
"32809",2022,0
"32810",2022,0
"32811",2022,0
"32812",2022,0
"32813",2022,0
"32814",2022,0
"32815",2022,0
"32816",2022,0
"32817",2022,0
"32818",2022,0
"32819",2022,0
"32820",2022,0
"32821",2022,0
"32822",2022,0
"32823",2022,0
"32824",2022,0
"32825",2022,0
"32826",2022,0
"32827",2022,0
"32828",2022,0
"32829",2022,0
"32830",2022,0
"32831",2022,0
"32832",2022,0
"32833",2022,0
"32834",2022,0
"32835",2022,0
"32836",2022,0
"32837",2022,0
"32838",2022,0
"32839",2022,0
"32840",2022,0
"32841",2022,0
"32842",2022,0
"32843",2022,0
"32844",2022,1
"32845",2022,0
"32846",2022,0
"32847",2022,0
"32848",2022,0
"32849",2022,0
"32850",2022,0
"32851",2022,0
"32852",2022,0
"32853",2022,0
"32854",2022,0
"32855",2022,0
"32856",2022,0
"32857",2022,0
"32858",2022,0
"32859",2022,0
"32860",2022,0
"32861",2022,0
"32862",2022,0
"32863",2022,0
"32864",2022,0
"32865",2022,0
"32866",2022,0
"32867",2022,0
"32868",2022,0
"32869",2022,0
"32870",2022,0
"32871",2022,0
"32872",2022,0
"32873",2022,0
"32874",2022,0
"32875",2022,0
"32876",2022,0
"32877",2022,0
"32878",2022,0
"32879",2022,0
"32880",2022,0
"32881",2022,0
"32882",2022,0
"32883",2022,0
"32884",2022,0
"32885",2022,0
"32886",2022,0
"32887",2022,0
"32888",2022,0
"32889",2022,0
"32890",2022,0
"32891",2022,0
"32892",2022,0
"32893",2022,0
"32894",2022,0
