"","Years","Total_death"
"78563",2022,2
"78564",2022,11
"78565",2022,0
"78566",2022,2
"78567",2022,3
"78568",2022,4
"78569",2022,6
"78570",2022,11
"78571",2022,0
"78572",2022,3
"78573",2022,14
"78574",2022,0
"78575",2022,0
"78576",2022,1
"78577",2022,4
"78578",2022,0
"78579",2022,3
"78580",2022,2
"78581",2022,1
"78582",2022,0
"78583",2022,1
"78584",2022,0
"78585",2022,0
"78586",2022,2
"78587",2022,0
"78588",2022,3
"78589",2022,0
"78590",2022,0
"78591",2022,0
"78592",2022,0
"78593",2022,1
"78594",2022,0
"78595",2022,0
"78596",2022,0
"78597",2022,1
"78598",2022,0
"78599",2022,0
"78600",2022,0
"78601",2022,1
"78602",2022,0
"78603",2022,0
"78604",2022,0
"78605",2022,3
"78606",2022,0
"78607",2022,0
"78608",2022,1
"78609",2022,1
"78610",2022,1
"78611",2022,0
"78612",2022,0
"78613",2022,0
"78614",2022,0
"78615",2022,0
"78616",2022,0
"78617",2022,0
"78618",2022,0
"78619",2022,0
"78620",2022,0
"78621",2022,0
"78622",2022,0
"78623",2022,0
"78624",2022,1
"78625",2022,0
"78626",2022,0
"78627",2022,0
"78628",2022,0
"78629",2022,0
"78630",2022,0
"78631",2022,0
"78632",2022,0
"78633",2022,0
"78634",2022,0
"78635",2022,0
"78636",2022,0
"78637",2022,0
"78638",2022,1
"78639",2022,0
"78640",2022,0
"78641",2022,0
"78642",2022,0
"78643",2022,0
"78644",2022,0
"78645",2022,0
"78646",2022,0
"78647",2022,0
"78648",2022,0
"78649",2022,0
"78650",2022,0
"78651",2022,0
"78652",2022,0
"78653",2022,0
"78654",2022,0
"78655",2022,0
"78656",2022,0
"78657",2022,0
"78658",2022,0
"78659",2022,0
"78660",2022,0
"78661",2022,0
"78662",2022,0
"78663",2022,0
"78664",2022,0
"78665",2022,0
"78666",2022,0
"78667",2022,0
"78668",2022,0
"78669",2022,0
"78670",2022,0
"78671",2022,0
"78672",2022,0
"78673",2022,0
"78674",2022,0
"78675",2022,0
"78676",2022,0
"78677",2022,0
"78678",2022,2
"78679",2022,0
"78680",2022,0
"78681",2022,0
"78682",2022,0
"78683",2022,0
"78684",2022,0
"78685",2022,0
"78686",2022,0
"78687",2022,0
"78688",2022,0
"78689",2022,0
"78690",2022,0
"78691",2022,0
"78692",2022,0
"78693",2022,0
"78694",2022,0
"78695",2022,0
"78696",2022,0
"78697",2022,0
"78698",2022,0
"78699",2022,0
"78700",2022,0
"78701",2022,0
"78702",2022,0
"78703",2022,0
"78704",2022,0
"78705",2022,0
"78706",2022,0
"78707",2022,0
"78708",2022,0
"78709",2022,0
"78710",2022,0
"78711",2022,0
"78712",2022,0
"78713",2022,1
"78714",2022,0
"78715",2022,0
"78716",2022,0
"78717",2022,0
"78718",2022,1
"78719",2022,2
"78720",2022,1
"78721",2022,0
"78722",2022,1
"78723",2022,2
"78724",2022,1
"78725",2022,0
"78726",2022,3
"78727",2022,4
"78728",2022,1
"78729",2022,0
"78730",2022,0
"78731",2022,0
"78732",2022,0
"78733",2022,0
"78734",2022,0
"78735",2022,0
"78736",2022,0
"78737",2022,2
"78738",2022,0
"78739",2022,0
"78740",2022,0
"78741",2022,0
"78742",2022,0
"78743",2022,2
"78744",2022,0
"78745",2022,0
"78746",2022,0
"78747",2022,0
"78748",2022,0
"78749",2022,0
"78750",2022,0
"78751",2022,0
"78752",2022,0
"78753",2022,0
"78754",2022,0
"78755",2022,0
"78756",2022,0
"78757",2022,0
"78758",2022,1
"78759",2022,0
"78760",2022,0
"78761",2022,0
"78762",2022,0
"78763",2022,0
"78764",2022,0
"78765",2022,0
"78766",2022,0
"78767",2022,0
"78768",2022,0
"78769",2022,0
"78770",2022,0
"78771",2022,0
"78772",2022,0
"78773",2022,0
"78774",2022,0
"78775",2022,0
"78776",2022,1
"78777",2022,0
"78778",2022,0
"78779",2022,0
"78780",2022,0
"78781",2022,0
"78782",2022,0
"78783",2022,0
"78784",2022,0
"78785",2022,0
"78786",2022,0
"78787",2022,0
"78788",2022,0
"78789",2022,0
"78790",2022,0
"78791",2022,0
"78792",2022,1
"78793",2022,0
"78794",2022,0
"78795",2022,0
"78796",2022,0
"78797",2022,0
"78798",2022,0
"78799",2022,0
"78800",2022,0
"78801",2022,0
"78802",2022,0
"78803",2022,0
"78804",2022,0
"78805",2022,0
"78806",2022,3
"78807",2022,0
"78808",2022,0
"78809",2022,0
"78810",2022,0
"78811",2022,0
"78812",2022,0
"78813",2022,0
"78814",2022,0
"78815",2022,0
"78816",2022,0
"78817",2022,0
"78818",2022,0
"78819",2022,0
"78820",2022,0
"78821",2022,0
"78822",2022,0
"78823",2022,0
"78824",2022,0
"78825",2022,0
"78826",2022,0
"78827",2022,0
"78828",2022,0
"78829",2022,0
"78830",2022,0
"78831",2022,0
"78832",2022,0
"78833",2022,0
"78834",2022,0
"78835",2022,0
"78836",2022,0
"78837",2022,0
"78838",2022,0
"78839",2022,0
"78840",2022,0
"78841",2022,0
"78842",2022,0
"78843",2022,0
"78844",2022,0
"78845",2022,0
"78846",2022,0
"78847",2022,0
"78848",2022,0
"78849",2022,0
"78850",2022,2
"78851",2022,0
"78852",2022,0
"78853",2022,4
"78854",2022,0
"78855",2022,0
"78856",2022,0
"78857",2022,0
"78858",2022,0
"78859",2022,0
"78860",2022,0
"78861",2022,0
"78862",2022,0
"78863",2022,0
"78864",2022,0
"78865",2022,0
"78866",2022,0
"78867",2022,0
"78868",2022,0
"78869",2022,4
"78870",2022,0
"78871",2023,0
"78872",2023,0
"78873",2023,0
"78874",2023,0
"78875",2023,0
"78876",2023,0
"78877",2023,0
"78878",2023,0
"78879",2023,0
"78880",2023,0
"78881",2023,0
"78882",2023,0
"78883",2023,0
"78884",2023,0
"78885",2023,0
"78886",2023,0
"78887",2023,0
"78888",2023,0
"78889",2023,0
"78890",2023,0
"78891",2023,0
"78892",2023,0
"78893",2023,0
"78894",2023,0
"78895",2023,0
"78896",2023,0
"78897",2023,0
"78898",2023,0
"78899",2023,0
"78900",2023,0
"78901",2023,0
"78902",2023,0
"78903",2023,0
"78904",2023,0
"78905",2023,0
"78906",2023,0
"78907",2023,0
"78908",2023,0
"78909",2023,0
"78910",2023,0
"78911",2023,0
"78912",2023,0
"78913",2023,0
"78914",2023,0
"78915",2023,0
"78916",2023,0
"78917",2023,0
"78918",2023,0
"78919",2023,0
"78920",2023,0
"78921",2023,0
"78922",2023,0
"78923",2023,0
"78924",2023,0
"78925",2023,0
"78926",2023,0
"78927",2023,0
"78928",2023,0
"78929",2023,0
"78930",2023,0
"78931",2023,0
"78932",2023,0
"78933",2023,0
"78934",2023,1
"78935",2023,0
"78936",2023,0
"78937",2023,0
"78938",2023,0
"78939",2023,0
"78940",2023,0
"78941",2023,0
"78942",2023,0
"78943",2023,0
"78944",2023,0
"78945",2023,0
"78946",2023,0
"78947",2023,0
"78948",2023,0
"78949",2023,0
"78950",2023,0
"78951",2023,0
"78952",2023,0
"78953",2023,0
"78954",2022,0
"78955",2022,0
"78956",2022,0
"78957",2022,0
"78958",2022,0
"78959",2022,0
"78960",2022,0
"78961",2022,0
"78962",2022,0
"78963",2022,0
"78964",2022,0
"78965",2022,0
"78966",2022,0
"78967",2022,0
"78968",2022,0
"78969",2022,0
"78970",2022,1
"78971",2022,0
"78972",2022,1
"78973",2022,1
"78974",2022,0
"78975",2022,5
"78976",2022,1
"78977",2022,0
"78978",2022,0
"78979",2022,0
"78980",2022,2
"78981",2022,0
"78982",2022,0
"78983",2022,0
"78984",2022,0
"78985",2022,0
"78986",2022,0
"78987",2022,0
"78988",2022,0
"78989",2022,0
"78990",2022,1
"78991",2022,1
"78992",2022,0
"78993",2022,0
"78994",2022,0
"78995",2022,0
"78996",2022,0
"78997",2022,0
"78998",2022,0
"78999",2022,0
"79000",2022,0
"79001",2022,0
"79002",2022,0
"79003",2022,0
"79004",2022,0
"79005",2022,0
"79006",2022,0
"79007",2022,0
"79008",2022,0
"79009",2022,0
"79010",2022,0
"79011",2022,0
"79012",2022,0
"79013",2022,0
"79014",2022,0
"79015",2022,0
"79016",2022,0
"79017",2022,0
"79018",2022,0
"79019",2022,0
"79020",2022,0
"79021",2022,0
"79022",2022,0
"79023",2022,0
"79024",2022,0
"79025",2023,0
"79026",2023,0
"79027",2023,0
"79028",2023,0
"79029",2023,0
"79030",2023,0
"79031",2023,6
"79032",2023,0
"79033",2023,0
"79034",2023,0
"79035",2023,0
"79036",2023,0
"79037",2023,0
"79038",2023,0
"79039",2020,0
"79040",2020,0
"79041",2020,0
"79042",2020,0
"79043",2020,1
"79044",2020,0
"79045",2020,0
"79046",2020,0
"79047",2020,0
"79048",2020,0
"79049",2020,0
"79050",2020,0
"79051",2020,0
"79052",2020,0
"79053",2020,0
"79054",2020,0
"79055",2020,0
"79056",2020,0
"79057",2020,2
"79058",2020,3
"79059",2020,1
"79060",2020,0
"79061",2020,0
"79062",2020,0
"79063",2020,1
"79064",2020,1
"79065",2020,1
"79066",2020,2
"79067",2020,1
"79068",2020,0
"79069",2020,0
"79070",2020,0
"79071",2020,1
"79072",2020,0
"79073",2020,1
"79074",2020,0
"79075",2020,1
"79076",2020,0
"79077",2020,1
"79078",2020,0
"79079",2020,0
"79080",2020,0
"79081",2020,0
"79082",2020,0
"79083",2020,0
"79084",2020,0
"79085",2020,0
"79086",2020,1
"79087",2020,1
"79088",2020,0
"79089",2020,0
"79090",2020,1
"79091",2020,0
"79092",2020,0
"79093",2020,0
"79094",2020,0
"79095",2020,0
"79096",2020,0
"79097",2020,0
"79098",2020,1
"79099",2020,0
"79100",2020,0
"79101",2020,0
"79102",2020,0
"79103",2020,0
"79104",2020,0
"79105",2020,0
"79106",2020,0
"79107",2020,0
"79108",2020,0
"79109",2020,0
"79110",2020,0
"79111",2020,1
"79112",2020,0
"79113",2020,0
"79114",2020,1
"79115",2020,0
"79116",2020,0
"79117",2020,0
"79118",2020,1
"79119",2020,1
"79120",2020,1
"79121",2020,1
"79122",2020,1
"79123",2020,2
"79124",2020,3
"79125",2020,3
"79126",2020,1
"79127",2020,1
"79128",2020,2
"79129",2020,3
"79130",2020,1
"79131",2020,0
"79132",2020,9
"79133",2020,11
"79134",2020,4
"79135",2020,3
"79136",2020,4
"79137",2020,8
"79138",2020,3
"79139",2020,4
"79140",2020,1
"79141",2020,6
"79142",2020,4
"79143",2020,6
"79144",2020,6
"79145",2020,6
"79146",2020,5
"79147",2020,4
"79148",2020,5
"79149",2020,6
"79150",2020,8
"79151",2020,6
"79152",2020,5
"79153",2020,8
"79154",2020,8
"79155",2020,7
"79156",2020,4
"79157",2020,16
"79158",2020,15
"79159",2020,10
"79160",2020,12
"79161",2020,7
"79162",2020,13
"79163",2020,5
"79164",2020,26
"79165",2020,3
"79166",2020,12
"79167",2020,12
"79168",2020,14
"79169",2020,13
"79170",2020,11
"79171",2020,8
"79172",2020,8
"79173",2020,9
"79174",2020,11
"79175",2020,9
"79176",2020,6
"79177",2020,9
"79178",2020,13
"79179",2020,10
"79180",2020,9
"79181",2020,10
"79182",2020,13
"79183",2020,8
"79184",2020,4
"79185",2020,6
"79186",2020,1
"79187",2020,9
"79188",2020,8
"79189",2020,9
"79190",2020,8
"79191",2020,6
"79192",2020,9
"79193",2020,3
"79194",2020,5
"79195",2020,7
"79196",2020,5
"79197",2020,0
"79198",2020,6
"79199",2020,7
"79200",2020,5
"79201",2020,3
"79202",2020,7
"79203",2020,4
"79204",2020,1
"79205",2020,3
"79206",2020,3
"79207",2020,4
"79208",2020,0
"79209",2020,2
"79210",2020,2
"79211",2020,0
"79212",2020,1
"79213",2020,0
"79214",2020,1
"79215",2020,2
"79216",2020,3
"79217",2020,3
"79218",2020,0
"79219",2020,0
"79220",2020,2
"79221",2020,0
"79222",2020,3
"79223",2020,0
"79224",2020,2
"79225",2020,3
"79226",2020,3
"79227",2020,0
"79228",2020,3
"79229",2020,4
"79230",2020,2
"79231",2020,1
"79232",2020,1
"79233",2020,1
"79234",2020,0
"79235",2020,2
"79236",2020,0
"79237",2020,1
"79238",2020,3
"79239",2020,1
"79240",2020,0
"79241",2020,0
"79242",2020,2
"79243",2020,2
"79244",2020,2
"79245",2020,3
"79246",2020,3
"79247",2020,4
"79248",2020,1
"79249",2020,4
"79250",2020,3
"79251",2020,7
"79252",2020,9
"79253",2020,8
"79254",2020,9
"79255",2020,6
"79256",2020,12
"79257",2020,12
"79258",2020,11
"79259",2020,13
"79260",2020,5
"79261",2020,4
"79262",2020,8
"79263",2020,13
"79264",2020,11
"79265",2020,13
"79266",2020,11
"79267",2020,16
"79268",2020,11
"79269",2020,14
"79270",2020,11
"79271",2020,19
"79272",2020,10
"79273",2020,12
"79274",2020,13
"79275",2020,9
"79276",2020,15
"79277",2020,12
"79278",2020,14
"79279",2020,16
"79280",2020,11
"79281",2020,10
"79282",2020,14
"79283",2020,22
"79284",2020,11
"79285",2020,14
"79286",2020,19
"79287",2020,14
"79288",2020,17
"79289",2020,11
"79290",2020,13
"79291",2020,13
"79292",2020,12
"79293",2020,12
"79294",2020,5
"79295",2020,17
"79296",2020,5
"79297",2020,8
"79298",2020,7
"79299",2020,8
"79300",2020,8
"79301",2020,6
"79302",2020,10
"79303",2020,12
"79304",2020,6
"79305",2020,8
"79306",2020,7
"79307",2020,4
"79308",2020,8
"79309",2020,8
"79310",2020,7
"79311",2021,3
"79312",2021,1
"79313",2021,4
"79314",2021,4
"79315",2021,7
"79316",2021,4
"79317",2021,2
"79318",2021,6
"79319",2021,5
"79320",2021,7
"79321",2021,2
"79322",2021,6
"79323",2021,4
"79324",2021,1
"79325",2021,4
"79326",2021,7
"79327",2021,6
"79328",2021,5
"79329",2021,1
"79330",2021,9
"79331",2021,6
"79332",2021,7
"79333",2021,14
"79334",2021,3
"79335",2021,6
"79336",2021,10
"79337",2021,5
"79338",2021,8
"79339",2021,3
"79340",2021,5
"79341",2021,5
"79342",2021,6
"79343",2021,5
"79344",2021,3
"79345",2021,3
"79346",2021,5
"79347",2021,5
"79348",2021,1
"79349",2021,3
"79350",2021,3
"79351",2021,2
"79352",2021,4
"79353",2021,2
"79354",2021,6
"79355",2021,4
"79356",2021,0
"79357",2021,1
"79358",2021,3
"79359",2021,5
"79360",2021,5
"79361",2021,10
"79362",2021,3
"79363",2021,1
"79364",2021,3
"79365",2021,4
"79366",2021,3
"79367",2021,5
"79368",2021,5
"79369",2021,3
"79370",2021,4
"79371",2021,9
"79372",2021,8
"79373",2021,4
"79374",2021,7
"79375",2021,7
"79376",2021,6
"79377",2021,9
"79378",2021,6
"79379",2021,13
"79380",2021,6
"79381",2021,8
"79382",2021,6
"79383",2021,8
"79384",2021,6
"79385",2021,13
"79386",2021,8
"79387",2021,8
"79388",2021,5
"79389",2021,8
"79390",2021,8
"79391",2021,8
"79392",2021,16
"79393",2021,10
"79394",2021,17
"79395",2021,10
"79396",2021,6
"79397",2021,11
"79398",2021,10
"79399",2021,4
"79400",2021,14
"79401",2021,14
"79402",2021,14
"79403",2021,8
"79404",2021,12
"79405",2021,9
"79406",2021,11
"79407",2021,8
"79408",2021,14
"79409",2021,12
"79410",2021,7
"79411",2021,9
"79412",2021,12
"79413",2021,8
"79414",2021,12
"79415",2021,14
"79416",2021,17
"79417",2021,14
"79418",2021,8
"79419",2021,11
"79420",2021,14
"79421",2021,14
"79422",2021,5
"79423",2021,5
"79424",2021,8
"79425",2021,0
"79426",2021,11
"79427",2021,11
"79428",2021,8
"79429",2021,5
"79430",2021,9
"79431",2021,11
"79432",2021,5
"79433",2021,5
"79434",2021,4
"79435",2021,4
"79436",2021,4
"79437",2021,3
"79438",2021,4
"79439",2021,1
"79440",2021,5
"79441",2021,2
"79442",2021,3
"79443",2021,4
"79444",2021,1
"79445",2021,2
"79446",2021,3
"79447",2021,2
"79448",2021,1
"79449",2021,1
"79450",2021,8
"79451",2021,2
"79452",2021,2
"79453",2021,0
"79454",2021,0
"79455",2021,1
"79456",2021,1
"79457",2021,0
"79458",2021,1
"79459",2021,0
"79460",2021,1
"79461",2021,0
"79462",2021,0
"79463",2021,0
"79464",2021,0
"79465",2021,0
"79466",2021,1
"79467",2021,0
"79468",2021,1
"79469",2021,0
"79470",2021,1
"79471",2021,1
"79472",2021,1
"79473",2021,0
"79474",2021,1
"79475",2021,1
"79476",2021,0
"79477",2021,0
"79478",2021,0
"79479",2021,0
"79480",2021,0
"79481",2021,1
"79482",2021,1
"79483",2021,0
"79484",2021,1
"79485",2021,1
"79486",2021,2
"79487",2021,0
"79488",2021,1
"79489",2021,1
"79490",2021,0
"79491",2021,0
"79492",2021,0
"79493",2021,0
"79494",2021,2
"79495",2021,0
"79496",2021,1
"79497",2021,0
"79498",2021,0
"79499",2021,1
"79500",2021,2
"79501",2021,0
"79502",2021,0
"79503",2021,0
"79504",2021,0
"79505",2021,0
"79506",2021,0
"79507",2021,0
"79508",2021,0
"79509",2021,0
"79510",2021,0
"79511",2021,0
"79512",2021,1
"79513",2021,0
"79514",2021,0
"79515",2021,0
"79516",2021,0
"79517",2021,0
"79518",2021,0
"79519",2021,0
"79520",2021,0
"79521",2021,0
"79522",2021,1
"79523",2021,0
"79524",2021,0
"79525",2021,0
"79526",2021,1
"79527",2021,1
"79528",2021,2
"79529",2021,0
"79530",2021,1
"79531",2021,0
"79532",2021,0
"79533",2021,2
"79534",2021,1
"79535",2021,2
"79536",2021,3
"79537",2021,1
"79538",2021,4
"79539",2021,2
"79540",2021,5
"79541",2021,4
"79542",2021,8
"79543",2021,4
"79544",2021,8
"79545",2021,11
"79546",2021,17
"79547",2021,13
"79548",2021,14
"79549",2021,18
"79550",2021,16
"79551",2021,18
"79552",2021,36
"79553",2021,20
"79554",2021,26
"79555",2021,22
"79556",2021,32
"79557",2021,26
"79558",2021,21
"79559",2021,24
"79560",2021,28
"79561",2021,28
"79562",2021,24
"79563",2021,19
"79564",2021,30
"79565",2021,14
"79566",2021,23
"79567",2021,14
"79568",2021,24
"79569",2021,12
"79570",2021,14
"79571",2021,19
"79572",2021,11
"79573",2021,10
"79574",2021,6
"79575",2021,7
"79576",2021,5
"79577",2021,2
"79578",2021,4
"79579",2021,8
"79580",2021,5
"79581",2021,3
"79582",2021,8
"79583",2021,2
"79584",2021,4
"79585",2021,2
"79586",2021,4
"79587",2021,2
"79588",2021,1
"79589",2021,2
"79590",2021,1
"79591",2021,0
"79592",2021,1
"79593",2021,0
"79594",2021,0
"79595",2021,6
"79596",2021,0
"79597",2021,1
"79598",2021,0
"79599",2021,0
"79600",2021,0
"79601",2021,0
"79602",2021,0
"79603",2021,1
"79604",2021,0
"79605",2021,0
"79606",2021,0
"79607",2021,0
"79608",2021,0
"79609",2021,1
"79610",2021,0
"79611",2021,1
"79612",2021,0
"79613",2021,0
"79614",2021,0
"79615",2021,1
"79616",2021,0
"79617",2021,0
"79618",2021,1
"79619",2021,0
"79620",2021,0
"79621",2021,0
"79622",2021,0
"79623",2021,0
"79624",2021,0
"79625",2021,0
"79626",2021,0
"79627",2021,1
"79628",2021,1
"79629",2021,0
"79630",2021,0
"79631",2021,0
"79632",2021,0
"79633",2021,0
"79634",2021,1
"79635",2021,1
"79636",2021,0
"79637",2021,0
"79638",2021,0
"79639",2021,1
"79640",2021,0
"79641",2021,0
"79642",2021,0
"79643",2021,0
"79644",2021,0
"79645",2021,1
"79646",2021,0
"79647",2021,0
"79648",2021,0
"79649",2021,0
"79650",2021,1
"79651",2021,0
"79652",2021,0
"79653",2021,0
"79654",2021,1
"79655",2021,1
"79656",2021,0
"79657",2021,0
"79658",2021,0
"79659",2021,1
"79660",2021,0
"79661",2021,0
"79662",2021,0
"79663",2021,1
"79664",2021,0
"79665",2021,0
"79666",2021,0
"79667",2021,0
"79668",2021,0
"79669",2021,0
"79670",2021,0
"79671",2021,1
"79672",2021,0
"79673",2021,0
"79674",2021,0
"79675",2021,0
"79676",2022,0
"79677",2022,1
"79678",2022,0
"79679",2022,0
"79680",2022,0
"79681",2022,0
"79682",2022,0
"79683",2022,0
"79684",2022,0
"79685",2022,0
"79686",2022,0
"79687",2022,0
"79688",2022,1
"79689",2022,2
"79690",2022,0
"79691",2022,0
"79692",2022,0
"79693",2022,0
"79694",2022,1
"79695",2022,0
"79696",2022,1
"79697",2022,1
"79698",2022,0
"79699",2022,1
"79700",2022,2
"79701",2022,2
"79702",2022,0
"79703",2022,6
"79704",2022,4
"79705",2022,0
"79706",2022,0
"79707",2022,3
"79708",2022,6
"79709",2022,6
"79710",2022,5
"79711",2022,1
"79712",2022,4
"79713",2022,6
"79714",2022,8
"79715",2022,2
"79716",2022,5
"79717",2022,4
"79718",2022,2
"79719",2022,4
"79720",2022,6
"79721",2022,2
"79722",2022,2
"79723",2022,3
"79724",2022,5
"79725",2022,4
"79726",2022,8
"79727",2022,2
"79728",2022,1
"79729",2022,1
"79730",2022,3
"79731",2022,3
"79732",2022,3
"79733",2022,1
"79734",2022,1
"79735",2022,1
"79736",2022,1
"79737",2022,1
"79738",2022,0
"79739",2022,1
"79740",2022,0
"79741",2022,1
"79742",2022,1
"79743",2022,1
"79744",2022,2
"79745",2022,1
"79746",2022,1
"79747",2022,0
"79748",2022,2
"79749",2022,0
"79750",2022,0
"79751",2022,1
"79752",2022,0
"79753",2022,0
"79754",2022,0
"79755",2022,0
"79756",2022,0
"79757",2022,3
"79758",2022,0
"79759",2022,0
"79760",2022,0
"79761",2022,0
"79762",2022,0
"79763",2022,2
"79764",2022,0
"79765",2022,0
"79766",2022,2
"79767",2022,1
"79768",2022,1
"79769",2022,1
"79770",2022,0
"79771",2022,0
"79772",2022,0
"79773",2022,0
"79774",2022,0
"79775",2022,1
"79776",2022,0
"79777",2022,0
"79778",2022,0
"79779",2022,0
"79780",2022,0
"79781",2022,0
"79782",2022,0
"79783",2022,0
"79784",2022,0
"79785",2022,0
"79786",2022,0
"79787",2022,0
"79788",2022,0
"79789",2022,0
"79790",2022,0
"79791",2022,0
"79792",2022,0
"79793",2022,0
"79794",2022,0
"79795",2022,0
"79796",2022,0
"79797",2022,0
"79798",2022,0
"79799",2022,0
"79800",2022,0
"79801",2022,0
"79802",2022,0
"79803",2022,0
"79804",2022,0
"79805",2022,0
"79806",2022,0
"79807",2022,1
"79808",2022,0
"79809",2022,0
"79810",2022,0
"79811",2022,0
"79812",2022,0
"79813",2022,0
"79814",2022,0
"79815",2022,0
"79816",2022,0
"79817",2022,0
"79818",2022,0
"79819",2022,0
"79820",2022,0
"79821",2022,0
"79822",2022,0
"79823",2022,0
"79824",2022,0
"79825",2022,0
"79826",2022,0
"79827",2022,0
"79828",2022,0
"79829",2022,0
"79830",2022,0
"79831",2022,0
"79832",2022,0
"79833",2022,0
"79834",2022,0
"79835",2022,0
"79836",2022,0
"79837",2022,0
"79838",2022,0
"79839",2022,0
"79840",2022,0
"79841",2022,0
"79842",2022,0
"79843",2022,1
"79844",2022,0
"79845",2022,0
"79846",2022,0
"79847",2022,0
"79848",2022,0
"79849",2022,0
"79850",2022,0
"79851",2022,0
"79852",2022,0
"79853",2022,0
"79854",2022,0
"79855",2022,0
"79856",2022,0
"79857",2022,0
"79858",2022,0
"79859",2022,0
"79860",2022,0
"79861",2022,0
"79862",2022,0
"79863",2022,3
"79864",2022,0
"79865",2022,0
"79866",2022,2
"79867",2022,1
"79868",2022,0
"79869",2022,0
"79870",2022,1
"79871",2022,1
"79872",2022,2
"79873",2022,1
"79874",2022,2
"79875",2022,2
"79876",2022,1
"79877",2022,4
"79878",2022,3
"79879",2022,1
"79880",2022,0
"79881",2022,3
"79882",2022,2
"79883",2022,0
"79884",2022,1
"79885",2022,1
"79886",2022,0
"79887",2022,0
"79888",2022,2
"79889",2022,1
"79890",2022,0
"79891",2022,1
"79892",2022,1
"79893",2022,2
"79894",2022,2
"79895",2022,0
"79896",2022,1
"79897",2022,1
"79898",2022,2
"79899",2022,0
"79900",2022,0
"79901",2022,0
"79902",2022,2
"79903",2022,1
"79904",2022,1
"79905",2022,1
"79906",2022,2
"79907",2022,0
"79908",2022,0
"79909",2022,0
"79910",2022,0
"79911",2022,0
"79912",2022,1
"79913",2022,2
"79914",2022,0
"79915",2022,0
"79916",2022,2
"79917",2022,1
"79918",2022,0
"79919",2022,1
"79920",2022,0
"79921",2022,1
"79922",2022,0
"79923",2022,0
"79924",2022,0
"79925",2022,0
"79926",2022,0
"79927",2022,0
"79928",2022,0
"79929",2022,0
"79930",2022,0
"79931",2022,0
"79932",2022,0
"79933",2022,0
"79934",2022,0
"79935",2022,0
"79936",2022,0
"79937",2022,0
"79938",2022,0
"79939",2022,0
"79940",2022,0
"79941",2022,0
"79942",2022,0
"79943",2022,0
"79944",2022,0
"79945",2022,0
"79946",2022,0
"79947",2022,0
"79948",2022,0
"79949",2022,0
"79950",2022,0
"79951",2022,0
"79952",2022,0
"79953",2022,0
"79954",2022,0
"79955",2022,0
"79956",2022,0
"79957",2022,0
"79958",2022,0
"79959",2022,0
"79960",2022,0
"79961",2022,0
"79962",2022,1
"79963",2022,0
"79964",2022,0
"79965",2022,0
"79966",2022,0
"79967",2022,0
"79968",2022,0
"79969",2022,0
"79970",2022,1
"79971",2022,0
"79972",2022,0
"79973",2022,0
"79974",2022,0
"79975",2022,0
"79976",2022,0
"79977",2022,0
"79978",2022,0
"79979",2022,0
"79980",2022,0
"79981",2022,0
"79982",2022,0
"79983",2022,0
"79984",2022,0
"79985",2022,0
"79986",2022,0
"79987",2022,0
"79988",2022,0
"79989",2022,0
"79990",2022,0
"79991",2022,0
"79992",2022,0
"79993",2022,0
"79994",2022,0
"79995",2022,0
"79996",2022,0
"79997",2022,0
"79998",2022,0
"79999",2022,0
"80000",2022,0
"80001",2022,0
"80002",2022,0
"80003",2022,0
"80004",2022,0
"80005",2022,0
"80006",2022,0
"80007",2022,0
"80008",2022,0
"80009",2022,0
"80010",2022,0
"80011",2022,0
"80012",2022,0
"80013",2022,0
"80014",2022,0
"80015",2022,0
"80016",2022,0
"80017",2022,0
"80018",2022,0
"80019",2023,0
"80020",2023,0
"80021",2023,0
"80022",2023,0
"80023",2023,0
"80024",2023,0
"80025",2023,0
"80026",2023,0
"80027",2023,0
"80028",2023,0
"80029",2023,0
"80030",2023,0
"80031",2023,0
"80032",2023,0
"80033",2023,0
"80034",2023,0
"80035",2023,0
"80036",2023,0
"80037",2023,0
"80038",2023,0
"80039",2023,0
"80040",2023,0
"80041",2023,0
"80042",2023,0
"80043",2023,0
"80044",2023,0
"80045",2023,0
"80046",2023,0
"80047",2023,1
"80048",2023,0
"80049",2023,0
"80050",2023,1
"80051",2023,0
"80052",2023,0
"80053",2023,0
"80054",2023,0
"80055",2023,0
"80056",2023,0
"80057",2023,0
"80058",2023,0
"80059",2023,0
"80060",2023,0
"80061",2023,0
"80062",2023,0
"80063",2023,2
"80064",2023,0
"80065",2023,0
"80066",2023,0
"80067",2023,0
"80068",2023,0
"80069",2023,0
"80070",2023,0
"80071",2023,1
"80072",2023,0
"80073",2023,0
"80074",2023,0
"80075",2023,1
"80076",2023,2
"80077",2023,1
"80078",2023,0
"80079",2023,0
"80080",2023,0
"80081",2023,0
"80082",2023,0
"80083",2023,0
"80084",2023,0
"80085",2023,0
"80086",2023,0
"80087",2023,0
"80088",2023,0
"80089",2023,0
"80090",2023,0
"80091",2023,0
"80092",2023,1
"80093",2023,0
"80094",2023,0
"80095",2023,0
"80096",2023,0
"80097",2023,0
"80098",2023,0
"80099",2023,0
"80100",2023,0
"80101",2023,0
"80102",2023,0
"80103",2023,0
"80104",2023,0
"80105",2023,2
"80106",2023,0
"80107",2023,0
"80108",2023,0
"80109",2023,0
"80110",2023,0
"80111",2023,0
"80112",2023,1
"80113",2023,0
"80114",2023,0
"80115",2023,0
"80116",2023,0
